sentence_id,sentence,congruent,structure,length,target,position,most_popular,percent,semantics_grammar,semantics,grammar,no,unknown,subject,verb,object,gen,adj,subject_lemma,subject_length,subject_gender,subject_ipm,verb_lemma,verb_length,verb_ipm,object_lemma,object_length,object_gender,object_ipm,gen_lemma,gen_length,gen_gender,gen_ipm,adj_lemma,adj_length,adj_gender,adj_ipm
146.0,Охранники открыли характер,Охранники открыли огонь,Subject - Verb - Object,3.0,semantics,2.0,semantics,1.0,,1.0,,,,охранники,открыли,огонь,nan,nan,охранник,4.0,masc,14.88,открыть,3.0,208.1800112284692,огонь,2.0,masc,199.3884496854353,nan,,nan,0.02,nan,,nan,0.02
146.0,Охранники открыли характером,Охранники открыли огонь,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,охранники,открыли,огонь,nan,nan,охранник,4.0,masc,14.88,открыть,3.0,208.1800112284692,огонь,2.0,masc,199.3884496854353,nan,,nan,0.02,nan,,nan,0.02
151.0,Певица принесла публичные извинений,Певица принесла публичные извинения,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,певица,принесла,извинения,nan,публичные,певица,3.0,femn,12.46,принести,3.0,163.6533691850293,извинение,5.0,neut,9.18,nan,,nan,0.02,публичный,4.0,masc,30.52477170014499
151.0,Певица принесла публичные извинения,Певица принесла публичные извинения,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,певица,принесла,извинения,nan,публичные,певица,3.0,femn,12.46,принести,3.0,163.6533691850293,извинение,5.0,neut,9.18,nan,,nan,0.02,публичный,4.0,masc,30.52477170014499
151.0,Певица принесла публичные освоение,Певица принесла публичные извинения,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,0.8571428571428571,0.8571428571428571,0.1428571428571428,,,,певица,принесла,извинения,nan,публичные,певица,3.0,femn,12.46,принести,3.0,163.6533691850293,извинение,5.0,neut,9.18,nan,,nan,0.02,публичный,4.0,masc,30.52477170014499
151.0,Певица принесла публичные освоения,Певица принесла публичные извинения,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,0.8888888888888888,0.1111111111111111,0.8888888888888888,,,,певица,принесла,извинения,nan,публичные,певица,3.0,femn,12.46,принести,3.0,163.6533691850293,извинение,5.0,neut,9.18,nan,,nan,0.02,публичный,4.0,masc,30.52477170014499
156.0,Пехотинцы окружили дом,Пехотинцы окружили дом,Subject - Verb - Object,3.0,normal,2.0,normal,1.0,,,,1.0,,пехотинцы,окружили,дом,nan,nan,пехотинец,4.0,masc,3.02,окружить,4.0,54.39978998529777,дом,1.0,masc,849.160158176002,nan,,nan,0.02,nan,,nan,0.02
156.0,Пехотинцы окружили дому,Пехотинцы окружили дом,Subject - Verb - Object,3.0,grammar,2.0,grammar,1.0,,,1.0,,,пехотинцы,окружили,дом,nan,nan,пехотинец,4.0,masc,3.02,окружить,4.0,54.39978998529777,дом,1.0,masc,849.160158176002,nan,,nan,0.02,nan,,nan,0.02
156.0,Пехотинцы окружили прогноз,Пехотинцы окружили дом,Subject - Verb - Object,3.0,semantics,2.0,semantics,1.0,,1.0,,,,пехотинцы,окружили,дом,nan,nan,пехотинец,4.0,masc,3.02,окружить,4.0,54.39978998529777,дом,1.0,masc,849.160158176002,nan,,nan,0.02,nan,,nan,0.02
156.0,Пехотинцы окружили прогноза,Пехотинцы окружили дом,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,пехотинцы,окружили,дом,nan,nan,пехотинец,4.0,masc,3.02,окружить,4.0,54.39978998529777,дом,1.0,masc,849.160158176002,nan,,nan,0.02,nan,,nan,0.02
157.0,Пещеры пронизывают монастырскую гора,Пещеры пронизывают монастырскую гору,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,0.8,0.2,,0.8,,,пещеры,пронизывают,гору,nan,монастырскую,пещера,3.0,femn,28.51,пронизывать,5.0,8.05,гора,2.0,femn,229.1440932797499,nan,,nan,0.02,монастырский,5.0,masc,16.13
157.0,Пещеры пронизывают монастырскую гору,Пещеры пронизывают монастырскую гору,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,пещеры,пронизывают,гору,nan,монастырскую,пещера,3.0,femn,28.51,пронизывать,5.0,8.05,гора,2.0,femn,229.1440932797499,nan,,nan,0.02,монастырский,5.0,masc,16.13
157.0,Пещеры пронизывают монастырскую передаче,Пещеры пронизывают монастырскую гору,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,пещеры,пронизывают,гору,nan,монастырскую,пещера,3.0,femn,28.51,пронизывать,5.0,8.05,гора,2.0,femn,229.1440932797499,nan,,nan,0.02,монастырский,5.0,masc,16.13
157.0,Пещеры пронизывают монастырскую передачу,Пещеры пронизывают монастырскую гору,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,1.0,,1.0,,,,пещеры,пронизывают,гору,nan,монастырскую,пещера,3.0,femn,28.51,пронизывать,5.0,8.05,гора,2.0,femn,229.1440932797499,nan,,nan,0.02,монастырский,5.0,masc,16.13
158.0,Письма носят личный октябре,Письма носят личный характер,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,0.8333333333333334,0.8333333333333334,0.1666666666666666,,,,письма,носят,характер,nan,личный,письмо,2.0,neut,468.4550987084456,носить,2.0,122.820144399796,характер,3.0,masc,202.9910670978146,nan,,nan,0.02,личный,2.0,masc,154.1941617167954
158.0,Письма носят личный октябрь,Письма носят личный характер,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,0.8181818181818182,0.0909090909090909,0.8181818181818182,0.0909090909090909,,,письма,носят,характер,nan,личный,письмо,2.0,neut,468.4550987084456,носить,2.0,122.820144399796,характер,3.0,masc,202.9910670978146,nan,,nan,0.02,личный,2.0,masc,154.1941617167954
158.0,Письма носят личный характер,Письма носят личный характер,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,письма,носят,характер,nan,личный,письмо,2.0,neut,468.4550987084456,носить,2.0,122.820144399796,характер,3.0,masc,202.9910670978146,nan,,nan,0.02,личный,2.0,masc,154.1941617167954
158.0,Письма носят личный характере,Письма носят личный характер,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,0.75,0.125,,0.75,0.125,,письма,носят,характер,nan,личный,письмо,2.0,neut,468.4550987084456,носить,2.0,122.820144399796,характер,3.0,masc,202.9910670978146,nan,,nan,0.02,личный,2.0,masc,154.1941617167954
160.0,Плотники сделали ткацкие оптимизмах,Плотники сделали ткацкие станки,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,плотники,сделали,станки,nan,ткацкие,плотник,3.0,masc,12.66,сделать,3.0,777.863585115742,станок,2.0,masc,19.82,nan,,nan,0.02,ткацкий,3.0,masc,1.99
160.0,Плотники сделали ткацкие оптимизмы,Плотники сделали ткацкие станки,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,1.0,,1.0,,,,плотники,сделали,станки,nan,ткацкие,плотник,3.0,masc,12.66,сделать,3.0,777.863585115742,станок,2.0,masc,19.82,nan,,nan,0.02,ткацкий,3.0,masc,1.99
160.0,Плотники сделали ткацкие станках,Плотники сделали ткацкие станки,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,плотники,сделали,станки,nan,ткацкие,плотник,3.0,masc,12.66,сделать,3.0,777.863585115742,станок,2.0,masc,19.82,nan,,nan,0.02,ткацкий,3.0,masc,1.99
160.0,Плотники сделали ткацкие станки,Плотники сделали ткацкие станки,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,плотники,сделали,станки,nan,ткацкие,плотник,3.0,masc,12.66,сделать,3.0,777.863585115742,станок,2.0,masc,19.82,nan,,nan,0.02,ткацкий,3.0,masc,1.99
161.0,Победитель получает денежную премией,Победитель получает денежную премию,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,победитель,получает,премию,nan,денежную,победитель,4.0,masc,30.0,получать,4.0,178.8783668632906,премия,3.0,femn,37.71,nan,,nan,0.02,денежный,4.0,masc,38.61396972986846
161.0,Победитель получает денежную премию,Победитель получает денежную премию,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,победитель,получает,премию,nan,денежную,победитель,4.0,masc,30.0,получать,4.0,178.8783668632906,премия,3.0,femn,37.71,nan,,nan,0.02,денежный,4.0,masc,38.61396972986846
161.0,Победитель получает денежную температуре,Победитель получает денежную премию,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,победитель,получает,премию,nan,денежную,победитель,4.0,masc,30.0,получать,4.0,178.8783668632906,премия,3.0,femn,37.71,nan,,nan,0.02,денежный,4.0,masc,38.61396972986846
161.0,Победитель получает денежную температуру,Победитель получает денежную премию,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,1.0,,1.0,,,,победитель,получает,премию,nan,денежную,победитель,4.0,masc,30.0,получать,4.0,178.8783668632906,премия,3.0,femn,37.71,nan,,nan,0.02,денежный,4.0,masc,38.61396972986846
165.0,Подготовка потребовала большого сентябрь,Подготовка потребовала большого труда,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,подготовка,потребовала,труда,nan,большого,подготовка,4.0,femn,78.67,потребовать,5.0,50.9,труд,2.0,masc,292.9203026385567,nan,,nan,0.02,большой,3.0,femn,993.1259843187332
165.0,Подготовка потребовала большого сентября,Подготовка потребовала большого труда,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,0.875,,0.875,0.125,,,подготовка,потребовала,труда,nan,большого,подготовка,4.0,femn,78.67,потребовать,5.0,50.9,труд,2.0,masc,292.9203026385567,nan,,nan,0.02,большой,3.0,femn,993.1259843187332
165.0,Подготовка потребовала большого труд,Подготовка потребовала большого труда,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,подготовка,потребовала,труда,nan,большого,подготовка,4.0,femn,78.67,потребовать,5.0,50.9,труд,2.0,masc,292.9203026385567,nan,,nan,0.02,большой,3.0,femn,993.1259843187332
165.0,Подготовка потребовала большого труда,Подготовка потребовала большого труда,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,0.8571428571428571,,,,0.8571428571428571,0.1428571428571428,подготовка,потребовала,труда,nan,большого,подготовка,4.0,femn,78.67,потребовать,5.0,50.9,труд,2.0,masc,292.9203026385567,nan,,nan,0.02,большой,3.0,femn,993.1259843187332
172.0,Подросток получил прагматизмам,Подросток получил ушибы,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,подросток,получил,ушибы,nan,nan,подросток,3.0,masc,26.32,получить,3.0,552.8909435766419,ушиб,3.0,masc,3.19,nan,,nan,0.02,nan,,nan,0.02
172.0,Подросток получил прагматизмы,Подросток получил ушибы,Subject - Verb - Object,3.0,semantics,2.0,semantics,0.8,0.2,0.8,,,,подросток,получил,ушибы,nan,nan,подросток,3.0,masc,26.32,получить,3.0,552.8909435766419,ушиб,3.0,masc,3.19,nan,,nan,0.02,nan,,nan,0.02
172.0,Подросток получил ушибов,Подросток получил ушибы,Subject - Verb - Object,3.0,grammar,2.0,grammar,1.0,,,1.0,,,подросток,получил,ушибы,nan,nan,подросток,3.0,masc,26.32,получить,3.0,552.8909435766419,ушиб,3.0,masc,3.19,nan,,nan,0.02,nan,,nan,0.02
172.0,Подросток получил ушибы,Подросток получил ушибы,Subject - Verb - Object,3.0,normal,2.0,normal,0.875,,0.125,,0.875,,подросток,получил,ушибы,nan,nan,подросток,3.0,masc,26.32,получить,3.0,552.8909435766419,ушиб,3.0,masc,3.19,nan,,nan,0.02,nan,,nan,0.02
176.0,Пожарные проверяют соседние помещением,Пожарные проверяют соседние помещения,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,пожарные,проверяют,помещения,nan,соседние,пожарный,4.0,masc,17.89,проверять,4.0,30.2,помещение,5.0,neut,76.96,nan,,nan,0.02,соседний,4.0,masc,69.71825809308706
176.0,Пожарные проверяют соседние помещения,Пожарные проверяют соседние помещения,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,0.8333333333333334,,,0.1666666666666666,0.8333333333333334,,пожарные,проверяют,помещения,nan,соседние,пожарный,4.0,masc,17.89,проверять,4.0,30.2,помещение,5.0,neut,76.96,nan,,nan,0.02,соседний,4.0,masc,69.71825809308706
176.0,Пожарные проверяют соседние рождении,Пожарные проверяют соседние помещения,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,пожарные,проверяют,помещения,nan,соседние,пожарный,4.0,masc,17.89,проверять,4.0,30.2,помещение,5.0,neut,76.96,nan,,nan,0.02,соседний,4.0,masc,69.71825809308706
176.0,Пожарные проверяют соседние рождения,Пожарные проверяют соседние помещения,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,0.875,0.125,0.875,,,,пожарные,проверяют,помещения,nan,соседние,пожарный,4.0,masc,17.89,проверять,4.0,30.2,помещение,5.0,neut,76.96,nan,,nan,0.02,соседний,4.0,masc,69.71825809308706
177.0,Покупатель заплатил аванс,Покупатель заплатил аванс,Subject - Verb - Object,3.0,normal,2.0,normal,1.0,,,,1.0,,покупатель,заплатил,аванс,nan,nan,покупатель,4.0,masc,27.67,заплатить,3.0,43.88,аванс,2.0,masc,6.37,nan,,nan,0.02,nan,,nan,0.02
177.0,Покупатель заплатил авансу,Покупатель заплатил аванс,Subject - Verb - Object,3.0,grammar,2.0,grammar,1.0,,,1.0,,,покупатель,заплатил,аванс,nan,nan,покупатель,4.0,masc,27.67,заплатить,3.0,43.88,аванс,2.0,masc,6.37,nan,,nan,0.02,nan,,nan,0.02
177.0,Покупатель заплатил ландшафт,Покупатель заплатил аванс,Subject - Verb - Object,3.0,semantics,2.0,semantics,1.0,,1.0,,,,покупатель,заплатил,аванс,nan,nan,покупатель,4.0,masc,27.67,заплатить,3.0,43.88,аванс,2.0,masc,6.37,nan,,nan,0.02,nan,,nan,0.02
177.0,Покупатель заплатил ландшафта,Покупатель заплатил аванс,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,покупатель,заплатил,аванс,nan,nan,покупатель,4.0,masc,27.67,заплатить,3.0,43.88,аванс,2.0,masc,6.37,nan,,nan,0.02,nan,,nan,0.02
178.0,Политик перенес сложную культура,Политик перенес сложную операцию,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,0.75,0.75,0.25,,,,политик,перенес,операцию,nan,сложную,политик,3.0,masc,23.07,перенести,3.0,42.6,операция,5.0,femn,90.19,nan,,nan,0.02,сложный,3.0,masc,107.7019700695667
178.0,Политик перенес сложную культуру,Политик перенес сложную операцию,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,1.0,,1.0,,,,политик,перенес,операцию,nan,сложную,политик,3.0,masc,23.07,перенести,3.0,42.6,операция,5.0,femn,90.19,nan,,nan,0.02,сложный,3.0,masc,107.7019700695667
178.0,Политик перенес сложную операции,Политик перенес сложную операцию,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,0.8888888888888888,,,0.8888888888888888,0.1111111111111111,,политик,перенес,операцию,nan,сложную,политик,3.0,masc,23.07,перенести,3.0,42.6,операция,5.0,femn,90.19,nan,,nan,0.02,сложный,3.0,masc,107.7019700695667
178.0,Политик перенес сложную операцию,Политик перенес сложную операцию,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,политик,перенес,операцию,nan,сложную,политик,3.0,masc,23.07,перенести,3.0,42.6,операция,5.0,femn,90.19,nan,,nan,0.02,сложный,3.0,masc,107.7019700695667
181.0,Полицейские обнаружили октябри взлома,Полицейские обнаружили следы взлома,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,0.75,0.25,0.75,,,,полицейские,обнаружили,следы,взлома,nan,полицейский,5.0,masc,41.31,обнаружить,5.0,93.24342991343502,след,2.0,masc,102.5557552781249,взлом,2.0,masc,1.66,nan,,nan,0.02
181.0,Полицейские обнаружили октябрями взлома,Полицейские обнаружили следы взлома,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,полицейские,обнаружили,следы,взлома,nan,полицейский,5.0,masc,41.31,обнаружить,5.0,93.24342991343502,след,2.0,masc,102.5557552781249,взлом,2.0,masc,1.66,nan,,nan,0.02
181.0,Полицейские обнаружили следах взлома,Полицейские обнаружили следы взлома,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,1.0,,,1.0,,,полицейские,обнаружили,следы,взлома,nan,полицейский,5.0,masc,41.31,обнаружить,5.0,93.24342991343502,след,2.0,masc,102.5557552781249,взлом,2.0,masc,1.66,nan,,nan,0.02
181.0,Полицейские обнаружили следы взлома,Полицейские обнаружили следы взлома,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,0.8,,0.2,,0.8,,полицейские,обнаружили,следы,взлома,nan,полицейский,5.0,masc,41.31,обнаружить,5.0,93.24342991343502,след,2.0,masc,102.5557552781249,взлом,2.0,masc,1.66,nan,,nan,0.02
188.0,Полиция выясняет годами поступка,Полиция выясняет мотивы поступка,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,полиция,выясняет,мотивы,поступка,nan,полиция,4.0,femn,72.38,выяснять,4.0,9.5,мотив,3.0,masc,40.2,поступок,3.0,masc,60.62,nan,,nan,0.02
188.0,Полиция выясняет годы поступка,Полиция выясняет мотивы поступка,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,1.0,,1.0,,,,полиция,выясняет,мотивы,поступка,nan,полиция,4.0,femn,72.38,выяснять,4.0,9.5,мотив,3.0,masc,40.2,поступок,3.0,masc,60.62,nan,,nan,0.02
188.0,Полиция выясняет мотивами поступка,Полиция выясняет мотивы поступка,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,1.0,,,1.0,,,полиция,выясняет,мотивы,поступка,nan,полиция,4.0,femn,72.38,выяснять,4.0,9.5,мотив,3.0,masc,40.2,поступок,3.0,masc,60.62,nan,,nan,0.02
188.0,Полиция выясняет мотивы поступка,Полиция выясняет мотивы поступка,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,полиция,выясняет,мотивы,поступка,nan,полиция,4.0,femn,72.38,выяснять,4.0,9.5,мотив,3.0,masc,40.2,поступок,3.0,masc,60.62,nan,,nan,0.02
191.0,Полиция использует шпионскую программу,Полиция использует шпионскую программу,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,полиция,использует,программу,nan,шпионскую,полиция,4.0,femn,72.38,использовать,4.0,165.514766024487,программа,3.0,femn,148.1506308018848,nan,,nan,0.02,шпионский,4.0,masc,2.86
191.0,Полиция использует шпионскую программы,Полиция использует шпионскую программу,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,полиция,использует,программу,nan,шпионскую,полиция,4.0,femn,72.38,использовать,4.0,165.514766024487,программа,3.0,femn,148.1506308018848,nan,,nan,0.02,шпионский,4.0,masc,2.86
191.0,Полиция использует шпионскую река,Полиция использует шпионскую программу,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,полиция,использует,программу,nan,шпионскую,полиция,4.0,femn,72.38,использовать,4.0,165.514766024487,программа,3.0,femn,148.1506308018848,nan,,nan,0.02,шпионский,4.0,masc,2.86
191.0,Полиция использует шпионскую реку,Полиция использует шпионскую программу,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,1.0,,1.0,,,,полиция,использует,программу,nan,шпионскую,полиция,4.0,femn,72.38,использовать,4.0,165.514766024487,программа,3.0,femn,148.1506308018848,nan,,nan,0.02,шпионский,4.0,masc,2.86
192.0,Полиция начала проверке,Полиция начала проверку,Subject - Verb - Object,3.0,grammar,2.0,grammar,1.0,,,1.0,,,полиция,начала,проверку,nan,nan,полиция,4.0,femn,72.38,начало,3.0,339.05,проверка,3.0,femn,35.61,nan,,nan,0.02,nan,,nan,0.02
192.0,Полиция начала проверку,Полиция начала проверку,Subject - Verb - Object,3.0,normal,2.0,normal,1.0,,,,1.0,,полиция,начала,проверку,nan,nan,полиция,4.0,femn,72.38,начало,3.0,339.05,проверка,3.0,femn,35.61,nan,,nan,0.02,nan,,nan,0.02
192.0,Полиция начала славе,Полиция начала проверку,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,0.8571428571428571,0.8571428571428571,0.1428571428571428,,,,полиция,начала,проверку,nan,nan,полиция,4.0,femn,72.38,начало,3.0,339.05,проверка,3.0,femn,35.61,nan,,nan,0.02,nan,,nan,0.02
192.0,Полиция начала славу,Полиция начала проверку,Subject - Verb - Object,3.0,semantics,2.0,semantics,1.0,,1.0,,,,полиция,начала,проверку,nan,nan,полиция,4.0,femn,72.38,начало,3.0,339.05,проверка,3.0,femn,35.61,nan,,nan,0.02,nan,,nan,0.02
195.0,Полиция оцепила месте аварии,Полиция оцепила место аварии,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,1.0,,,1.0,,,полиция,оцепила,место,аварии,nan,полиция,4.0,femn,72.38,оцепить,4.0,2.55,место,2.0,neut,983.6747886016016,авария,4.0,femn,16.92,nan,,nan,0.02
195.0,Полиция оцепила место аварии,Полиция оцепила место аварии,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,полиция,оцепила,место,аварии,nan,полиция,4.0,femn,72.38,оцепить,4.0,2.55,место,2.0,neut,983.6747886016016,авария,4.0,femn,16.92,nan,,nan,0.02
195.0,Полиция оцепила сотрудничестве аварии,Полиция оцепила место аварии,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,полиция,оцепила,место,аварии,nan,полиция,4.0,femn,72.38,оцепить,4.0,2.55,место,2.0,neut,983.6747886016016,авария,4.0,femn,16.92,nan,,nan,0.02
195.0,Полиция оцепила сотрудничество аварии,Полиция оцепила место аварии,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,0.8,0.2,0.8,,,,полиция,оцепила,место,аварии,nan,полиция,4.0,femn,72.38,оцепить,4.0,2.55,место,2.0,neut,983.6747886016016,авария,4.0,femn,16.92,nan,,nan,0.02
197.0,Полиция проверяет ночёвке облигаций,Полиция проверяет подлинность облигаций,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,полиция,проверяет,подлинность,облигаций,nan,полиция,4.0,femn,72.38,проверять,4.0,30.2,подлинность,3.0,femn,4.69,облигация,4.0,femn,5.85,nan,,nan,0.02
197.0,Полиция проверяет ночёвку облигаций,Полиция проверяет подлинность облигаций,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,1.0,,1.0,,,,полиция,проверяет,подлинность,облигаций,nan,полиция,4.0,femn,72.38,проверять,4.0,30.2,подлинность,3.0,femn,4.69,облигация,4.0,femn,5.85,nan,,nan,0.02
197.0,Полиция проверяет подлинности облигаций,Полиция проверяет подлинность облигаций,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,1.0,,,1.0,,,полиция,проверяет,подлинность,облигаций,nan,полиция,4.0,femn,72.38,проверять,4.0,30.2,подлинность,3.0,femn,4.69,облигация,4.0,femn,5.85,nan,,nan,0.02
197.0,Полиция проверяет подлинность облигаций,Полиция проверяет подлинность облигаций,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,полиция,проверяет,подлинность,облигаций,nan,полиция,4.0,femn,72.38,проверять,4.0,30.2,подлинность,3.0,femn,4.69,облигация,4.0,femn,5.85,nan,,nan,0.02
199.0,Полиция разместила видеозапись инцидента,Полиция разместила видеозапись инцидента,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,полиция,разместила,видеозапись,инцидента,nan,полиция,4.0,femn,72.38,разместить,4.0,13.24,видеозапись,5.0,femn,1.26,инцидент,4.0,masc,9.97,nan,,nan,0.02
199.0,Полиция разместила видеозаписью инцидента,Полиция разместила видеозапись инцидента,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,0.75,,0.25,0.75,,,полиция,разместила,видеозапись,инцидента,nan,полиция,4.0,femn,72.38,разместить,4.0,13.24,видеозапись,5.0,femn,1.26,инцидент,4.0,masc,9.97,nan,,nan,0.02
199.0,Полиция разместила чахотка инцидента,Полиция разместила видеозапись инцидента,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,полиция,разместила,видеозапись,инцидента,nan,полиция,4.0,femn,72.38,разместить,4.0,13.24,видеозапись,5.0,femn,1.26,инцидент,4.0,masc,9.97,nan,,nan,0.02
199.0,Полиция разместила чахотку инцидента,Полиция разместила видеозапись инцидента,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,1.0,,1.0,,,,полиция,разместила,видеозапись,инцидента,nan,полиция,4.0,femn,72.38,разместить,4.0,13.24,видеозапись,5.0,femn,1.26,инцидент,4.0,masc,9.97,nan,,nan,0.02
201.0,Полиция разыскивает владелец здания,Полиция разыскивает владельца здания,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,0.9,,,0.9,0.1,,полиция,разыскивает,владельца,здания,nan,полиция,4.0,femn,72.38,разыскивать,5.0,12.06,владелец,3.0,masc,43.62,здание,3.0,neut,118.2347521855222,nan,,nan,0.02
201.0,Полиция разыскивает владельца здания,Полиция разыскивает владельца здания,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,полиция,разыскивает,владельца,здания,nan,полиция,4.0,femn,72.38,разыскивать,5.0,12.06,владелец,3.0,masc,43.62,здание,3.0,neut,118.2347521855222,nan,,nan,0.02
201.0,Полиция разыскивает курсанта здания,Полиция разыскивает владельца здания,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,0.7777777777777778,,0.7777777777777778,,0.2222222222222222,,полиция,разыскивает,владельца,здания,nan,полиция,4.0,femn,72.38,разыскивать,5.0,12.06,владелец,3.0,masc,43.62,здание,3.0,neut,118.2347521855222,nan,,nan,0.02
201.0,Полиция разыскивает курсанте здания,Полиция разыскивает владельца здания,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,полиция,разыскивает,владельца,здания,nan,полиция,4.0,femn,72.38,разыскивать,5.0,12.06,владелец,3.0,masc,43.62,здание,3.0,neut,118.2347521855222,nan,,nan,0.02
202.0,Полиция разыскивает сообщниках,Полиция разыскивает сообщников,Subject - Verb - Object,3.0,grammar,2.0,grammar,1.0,,,1.0,,,полиция,разыскивает,сообщников,nan,nan,полиция,4.0,femn,72.38,разыскивать,5.0,12.06,сообщник,4.0,masc,5.18,nan,,nan,0.02,nan,,nan,0.02
202.0,Полиция разыскивает сообщников,Полиция разыскивает сообщников,Subject - Verb - Object,3.0,normal,2.0,normal,1.0,,,,1.0,,полиция,разыскивает,сообщников,nan,nan,полиция,4.0,femn,72.38,разыскивать,5.0,12.06,сообщник,4.0,masc,5.18,nan,,nan,0.02,nan,,nan,0.02
202.0,Полиция разыскивает эстетики,Полиция разыскивает сообщников,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,полиция,разыскивает,сообщников,nan,nan,полиция,4.0,femn,72.38,разыскивать,5.0,12.06,сообщник,4.0,masc,5.18,nan,,nan,0.02,nan,,nan,0.02
