sentence_id,congruent,position,structure,length,words,subject,verb,object,gen,adj,subject_length,subject_lemma,subject_ipm,subject_gender,verb_length,verb_lemma,verb_ipm,object_length,object_lemma,object_ipm,object_gender,gen_length,gen_lemma,gen_ipm,gen_gender,adj_length,adj_lemma,adj_ipm,adj_gender,task_type,selected
195,Полиция оцепила место аварии,2,Subject - Verb - Object - Gen,4,"['Полиция', 'оцепила', 'место', 'аварии']",полиция,оцепила,место,аварии,,4,полиция,72.38,femn,4,оцепить,2.55,2,место,983.6747886016016,neut,4.0,авария,16.92,femn,,,0.02,,to_evaluate,1
196,Полиция поймала террориста,2,Subject - Verb - Object,3,"['Полиция', 'поймала', 'террориста']",полиция,поймала,террориста,,,4,полиция,72.38,femn,3,поймать,55.3104590272706,4,террорист,13.29,masc,,,0.02,,,,0.02,,,0
197,Полиция проверяет подлинность облигаций,2,Subject - Verb - Object - Gen,4,"['Полиция', 'проверяет', 'подлинность', 'облигаций']",полиция,проверяет,подлинность,облигаций,,4,полиция,72.38,femn,4,проверять,30.2,3,подлинность,4.69,femn,4.0,облигация,5.85,femn,,,0.02,,to_evaluate,1
198,Полиция проводит проверку,2,Subject - Verb - Object,3,"['Полиция', 'проводит', 'проверку']",полиция,проводит,проверку,,,4,полиция,72.38,femn,3,проводить,164.5987558151126,3,проверка,35.61,femn,,,0.02,,,,0.02,,control,1
199,Полиция разместила видеозапись инцидента,2,Subject - Verb - Object - Gen,4,"['Полиция', 'разместила', 'видеозапись', 'инцидента']",полиция,разместила,видеозапись,инцидента,,4,полиция,72.38,femn,4,разместить,13.24,5,видеозапись,1.26,femn,4.0,инцидент,9.97,masc,,,0.02,,to_evaluate,1
200,Полиция разоблачила подлог,2,Subject - Verb - Object,3,"['Полиция', 'разоблачила', 'подлог']",полиция,разоблачила,подлог,,,4,полиция,72.38,femn,5,разоблачить,5.34,2,подлог,3.29,masc,,,0.02,,,,0.02,,control,1
201,Полиция разыскивает владельца здания,2,Subject - Verb - Object - Gen,4,"['Полиция', 'разыскивает', 'владельца', 'здания']",полиция,разыскивает,владельца,здания,,4,полиция,72.38,femn,5,разыскивать,12.06,3,владелец,43.62,masc,3.0,здание,118.2347521855222,neut,,,0.02,,to_evaluate,1
202,Полиция разыскивает сообщников,2,Subject - Verb - Object,3,"['Полиция', 'разыскивает', 'сообщников']",полиция,разыскивает,сообщников,,,4,полиция,72.38,femn,5,разыскивать,12.06,4,сообщник,5.18,masc,,,0.02,,,,0.02,,to_evaluate,1
203,Пользователи обратили внимание,2,Subject - Verb - Object,3,"['Пользователи', 'обратили', 'внимание']",пользователи,обратили,внимание,,,5,пользователь,13.6,masc,4,обратить,100.2991120509489,4,внимание,276.886118098953,neut,,,0.02,,,,0.02,,to_evaluate,1
204,Посетители проявили бурные эмоции,3,Subject - Verb - Adj - Object,4,"['Посетители', 'проявили', 'бурные', 'эмоции']",посетители,проявили,эмоции,,бурные,5,посетитель,34.77,masc,4,проявить,28.71,4,эмоция,19.74,femn,,,0.02,,3.0,бурный,29.34,masc,to_evaluate,1
205,Посетители читали газеты,2,Subject - Verb - Object,3,"['Посетители', 'читали', 'газеты']",посетители,читали,газеты,,,5,посетитель,34.77,masc,3,читать,388.8129515831855,3,газета,234.6401545359964,femn,,,0.02,,,,0.02,,to_evaluate,1
206,Правительство подпишет постановление,2,Subject - Verb - Object,3,"['Правительство', 'подпишет', 'постановление']",правительство,подпишет,постановление,,,4,правительство,221.1083069240424,neut,3,подписать,54.88583621884338,6,постановление,50.77,neut,,,0.02,,,,0.02,,to_evaluate,1
207,Президент выразил несогласие,2,Subject - Verb - Object,3,"['Президент', 'выразил', 'несогласие']",президент,выразил,несогласие,,,3,президент,119.7142555557655,masc,3,выразить,70.08679864379748,5,несогласие,6.42,neut,,,0.02,,,,0.02,,to_evaluate,1
208,Президент держит портрет отца,2,Subject - Verb - Object - Gen,4,"['Президент', 'держит', 'портрет', 'отца']",президент,держит,портрет,отца,,3,президент,119.7142555557655,masc,2,держать,206.0649089374355,2,портрет,87.5,masc,2.0,отец,593.5585921724257,masc,,,0.02,,to_evaluate,1
209,Премьера имела бесспорный успех,3,Subject - Verb - Adj - Object,4,"['Премьера', 'имела', 'бесспорный', 'успех']",премьера,имела,успех,,бесспорный,3,премьера,13.12,femn,3,иметь,1048.094608632301,2,успех,159.289635417922,masc,,,0.02,,3.0,бесспорный,9.01,masc,,0
210,Премьера привлекла внимание,2,Subject - Verb - Object,3,"['Премьера', 'привлекла', 'внимание']",премьера,привлекла,внимание,,,3,премьера,13.12,femn,3,привлечь,38.92,4,внимание,276.886118098953,neut,,,0.02,,,,0.02,,to_evaluate,1
211,Пресс-служба сообщила подробности,2,Subject - Verb - Object,3,"['Пресс-служба', 'сообщила', 'подробности']",пресс-служба,сообщила,подробности,,,3,пресс-служба,3.17,femn,4,сообщить,128.818275391793,4,подробность,60.93,femn,,,0.02,,,,0.02,,to_evaluate,1
212,Преступник нанес ранения,2,Subject - Verb - Object,3,"['Преступник', 'нанес', 'ранения']",преступник,нанес,ранения,,,3,преступник,35.44,masc,2,нанести,34.58,4,ранение,8.25,neut,,,0.02,,,,0.02,,,0
213,Преступник поджег игровые столы,3,Subject - Verb - Adj - Object,4,"['Преступник', 'поджег', 'игровые', 'столы']",преступник,поджег,столы,,игровые,3,преступник,35.44,masc,2,поджечь,6.82,2,стол,389.4699151735823,masc,,,0.02,,4.0,игровой,6.06,femn,control,1
214,Преступник совершил ограбление банка,2,Subject - Verb - Object - Gen,4,"['Преступник', 'совершил', 'ограбление', 'банка']",преступник,совершил,ограбление,банка,,3,преступник,35.44,masc,3,совершить,78.96916003265856,5,ограбление,4.5,neut,2.0,банк,89.59,masc,,,0.02,,to_evaluate,1
215,Преступники отпустили заложницу,2,Subject - Verb - Object,3,"['Преступники', 'отпустили', 'заложницу']",преступники,отпустили,заложницу,,,4,преступник,35.44,masc,4,отпустить,62.10175337840521,4,заложница,0.48,femn,,,0.02,,,,0.02,,to_evaluate,1
216,Приговор предусматривает двухлетнюю отсрочку,3,Subject - Verb - Adj - Object,4,"['Приговор', 'предусматривает', 'двухлетнюю', 'отсрочку']",приговор,предусматривает,отсрочку,,двухлетнюю,3,приговор,40.06,masc,6,предусматривать,15.56,3,отсрочка,5.8,femn,,,0.02,,4.0,двухлетний,3.69,masc,,0
217,Приставы конфисковали часть имущества,2,Subject - Verb - Object - Gen,4,"['Приставы', 'конфисковали', 'часть', 'имущества']",приставы,конфисковали,часть,имущества,,3,пристав,19.01,,5,конфисковать,4.89,1,часть,613.1660177036999,femn,4.0,имущество,55.84,neut,,,0.02,,to_evaluate,1
218,Программа покажет местоположение предмета,2,Subject - Verb - Object - Gen,4,"['Программа', 'покажет', 'местоположение', 'предмета']",программа,покажет,местоположение,предмета,,3,программа,148.1506308018848,femn,3,показать,252.7627355296258,7,местоположение,4.96,neut,3.0,предмет,175.6069018298105,masc,,,0.02,,to_evaluate,1
219,Продавец выставил привлекательную цену,3,Subject - Verb - Adj - Object,4,"['Продавец', 'выставил', 'привлекательную', 'цену']",продавец,выставил,цену,,привлекательную,3,продавец,20.15,masc,3,выставить,35.18,2,цена,154.5760551860098,femn,,,0.02,,6.0,привлекательный,16.97,masc,to_evaluate,1
220,Продавцы обещают большие скидки,3,Subject - Verb - Adj - Object,4,"['Продавцы', 'обещают', 'большие', 'скидки']",продавцы,обещают,скидки,,большие,3,продавец,20.15,masc,4,обещать,119.8611376593095,2,скидка,6.6,femn,,,0.02,,3.0,больший,179.7650006519563,masc,to_evaluate,1
221,Прокуратура ведет проверку,2,Subject - Verb - Object,3,"['Прокуратура', 'ведет', 'проверку']",прокуратура,ведет,проверку,,,5,прокуратура,17.95,femn,2,вести,331.68382505567,3,проверка,35.61,femn,,,0.02,,,,0.02,,,0
222,Прокуратура инициировала проверку,2,Subject - Verb - Object,3,"['Прокуратура', 'инициировала', 'проверку']",прокуратура,инициировала,проверку,,,5,прокуратура,17.95,femn,7,инициировать,3.39,3,проверка,35.61,femn,,,0.02,,,,0.02,,control,1
223,Прокуратура провела проверку,2,Subject - Verb - Object,3,"['Прокуратура', 'провела', 'проверку']",прокуратура,провела,проверку,,,5,прокуратура,17.95,femn,3,провести,182.8708894959868,3,проверка,35.61,femn,,,0.02,,,,0.02,,,0
224,Прокуратура проводит проверку,2,Subject - Verb - Object,3,"['Прокуратура', 'проводит', 'проверку']",прокуратура,проводит,проверку,,,5,прокуратура,17.95,femn,3,проводить,164.5987558151126,3,проверка,35.61,femn,,,0.02,,,,0.02,,,0
225,Прокуроры контролировали исполнение приговоров,2,Subject - Verb - Object - Gen,4,"['Прокуроры', 'контролировали', 'исполнение', 'приговоров']",прокуроры,контролировали,исполнение,приговоров,,4,прокурор,37.84,masc,6,контролировать,20.19,5,исполнение,77.48,neut,4.0,приговор,40.06,masc,,,0.02,,to_evaluate,1
226,Проповедь приносила обильные плоды,3,Subject - Verb - Adj - Object,4,"['Проповедь', 'приносила', 'обильные', 'плоды']",проповедь,приносила,плоды,,обильные,3,проповедь,24.07,femn,4,приносить,71.75057228939593,2,плод,51.85,masc,,,0.02,,4.0,обильный,15.54,masc,control,1
227,Процесс носит необратимый характер,3,Subject - Verb - Adj - Object,4,"['Процесс', 'носит', 'необратимый', 'характер']",процесс,носит,характер,,необратимый,2,процесс,223.3996677393289,masc,2,носить,122.820144399796,3,характер,202.9910670978146,masc,,,0.02,,5.0,необратимый,3.12,masc,to_evaluate,1
228,Психологи подтвердили правдивость историй,2,Subject - Verb - Object - Gen,4,"['Психологи', 'подтвердили', 'правдивость', 'историй']",психологи,подтвердили,правдивость,историй,,4,психолог,14.72,masc,4,подтвердить,51.35,3,правдивость,4.21,femn,3.0,история,410.5167853195878,femn,,,0.02,,to_evaluate,1
229,Публикация собрала десятки комментариев,2,Subject - Verb - Object - Gen,4,"['Публикация', 'собрала', 'десятки', 'комментариев']",публикация,собрала,десятки,комментариев,,5,публикация,26.19,femn,3,собрать,109.889178120522,3,десятка,7.03,masc,5.0,комментарий,19.32,masc,,,0.02,,to_evaluate,1
230,Путешественники нашли бутылку,2,Subject - Verb - Object,3,"['Путешественники', 'нашли', 'бутылку']",путешественники,нашли,бутылку,,,6,путешественник,26.16,masc,2,наслать,1.24,3,бутылка,84.3,femn,,,0.02,,,,0.02,,control,1
231,Путешествие продлится месяц,2,Subject - Verb - Object,3,"['Путешествие', 'продлится', 'месяц']",путешествие,продлится,месяц,,,5,путешествие,62.96,neut,3,продлиться,4.32,2,месяц,313.8737023550342,masc,,,0.02,,,,0.02,,to_evaluate,1
232,Пятна образуют шахматный рисунок,3,Subject - Verb - Adj - Object,4,"['Пятна', 'образуют', 'шахматный', 'рисунок']",пятна,образуют,рисунок,,шахматный,2,пятно,52.08,neut,4,образовать,30.35,3,рисунок,81.15,masc,,,0.02,,3.0,шахматный,10.06,masc,to_evaluate,1
233,Ребята совершили недопустимые поступки,3,Subject - Verb - Adj - Object,4,"['Ребята', 'совершили', 'недопустимые', 'поступки']",ребята,совершили,поступки,,недопустимые,3,ребята,121.6878169106568,,4,совершить,78.96916003265856,3,поступок,60.62,masc,,,0.02,,6.0,недопустимый,7.29,masc,to_evaluate,1
234,Регистрация займет день,2,Subject - Verb - Object,3,"['Регистрация', 'займет', 'день']",регистрация,займет,день,,,5,регистрация,18.07,femn,2,занять,159.2789530831188,1,день,1550.709143457681,masc,,,0.02,,,,0.02,,,0
235,Решения носили обязательный характер,3,Subject - Verb - Adj - Object,4,"['Решения', 'носили', 'обязательный', 'характер']",решения,носили,характер,,обязательный,4,решение,238.707453512315,neut,3,носить,122.820144399796,3,характер,202.9910670978146,masc,,,0.02,,5.0,обязательный,40.66764859578373,masc,to_evaluate,1
236,Родители опубликовали пост,2,Subject - Verb - Object,3,"['Родители', 'опубликовали', 'пост']",родители,опубликовали,пост,,,4,родитель,125.1008228802793,masc,6,опубликовать,40.8,1,пост,76.07,masc,,,0.02,,,,0.02,,,0
237,Родники образуют небольшое озеро,3,Subject - Verb - Adj - Object,4,"['Родники', 'образуют', 'небольшое', 'озеро']",родники,образуют,озеро,,небольшое,3,родник,6.19,masc,4,образовать,30.35,3,озеро,93.41,neut,,,0.02,,4.0,небольшой,215.2677403703926,femn,to_evaluate,1
238,Родственники распивали спиртное,2,Subject - Verb - Object,3,"['Родственники', 'распивали', 'спиртное']",родственники,распивали,спиртное,,,4,родственник,59.66,masc,4,распивать,1.57,3,спиртное,4.24,neut,,,0.02,,,,0.02,,,0
239,Россияне вырвали победу,2,Subject - Verb - Object,3,"['Россияне', 'вырвали', 'победу']",россияне,вырвали,победу,,,4,россиянин,19.22,masc,3,вырвать,24.21,3,победа,114.6534994427493,femn,,,0.02,,,,0.02,,to_evaluate,1
240,Руководство хранит молчание,2,Subject - Verb - Object,3,"['Руководство', 'хранит', 'молчание']",руководство,хранит,молчание,,,4,руководство,84.99,neut,2,хранить,40.73,4,молчание,57.05,neut,,,0.02,,,,0.02,,to_evaluate,1
241,Самец демонстрирует брачный танец,3,Subject - Verb - Adj - Object,4,"['Самец', 'демонстрирует', 'брачный', 'танец']",самец,демонстрирует,танец,,брачный,2,самец,13.27,masc,5,демонстрировать,21.76,2,танец,26.34,masc,,,0.02,,2.0,брачный,9.91,masc,to_evaluate,1
242,Сборная получила условную дисквалификацию,3,Subject - Verb - Adj - Object,4,"['Сборная', 'получила', 'условную', 'дисквалификацию']",сборная,получила,дисквалификацию,,условную,3,сборная,11.68,femn,4,получить,552.8909435766419,7,дисквалификация,0.56,femn,,,0.02,,4.0,условный,22.77,masc,,0
243,Семья имеет индейские корни,3,Subject - Verb - Adj - Object,4,"['Семья', 'имеет', 'индейские', 'корни']",семья,имеет,корни,,индейские,2,семья,233.2487804278796,femn,3,иметь,1048.094608632301,2,корень,58.13,masc,,,0.02,,4.0,индейский,4.22,masc,,0
244,Сериал представляет сборник новелл,2,Subject - Verb - Object - Gen,4,"['Сериал', 'представляет', 'сборник', 'новелл']",сериал,представляет,сборник,новелл,,3,сериал,6.17,masc,4,представлять,218.4003350514311,2,сборник,33.41,masc,2.0,новелла,6.71,femn,,,0.02,,to_evaluate,1
245,Силовики начали штурм квартиры,2,Subject - Verb - Object - Gen,4,"['Силовики', 'начали', 'штурм', 'квартиры']",силовики,начали,штурм,квартиры,,4,силовик,2.3,masc,3,начать,500.4860796158419,1,штурм,14.67,masc,3.0,квартира,237.4389262544349,femn,,,0.02,,to_evaluate,1
246,Синоптики обещают осадки,2,Subject - Verb - Object,3,"['Синоптики', 'обещают', 'осадки']",синоптики,обещают,осадки,,,4,синоптик,1.01,masc,4,обещать,119.8611376593095,3,осадка,2.11,femn,,,0.02,,,,0.02,,,0
247,Синоптики объявили штормовое предупреждение,3,Subject - Verb - Adj - Object,4,"['Синоптики', 'объявили', 'штормовое', 'предупреждение']",синоптики,объявили,предупреждение,,штормовое,4,синоптик,1.01,masc,4,объявить,114.0953474492821,6,предупреждение,15.96,neut,,,0.02,,4.0,штормовой,1.74,masc,to_evaluate,1
248,Ситуации носили криминальный оттенок,3,Subject - Verb - Adj - Object,4,"['Ситуации', 'носили', 'криминальный', 'оттенок']",ситуации,носили,оттенок,,криминальный,5,ситуация,126.8260199509961,femn,3,носить,122.820144399796,3,оттенок,29.67,masc,,,0.02,,4.0,криминальный,7.63,masc,to_evaluate,1
249,Ситуация вызвала народное восстание,3,Subject - Verb - Adj - Object,4,"['Ситуация', 'вызвала', 'народное', 'восстание']",ситуация,вызвала,восстание,,народное,5,ситуация,126.8260199509961,femn,3,вызвать,144.8310952617903,4,восстание,30.12,neut,,,0.02,,4.0,народный,169.5607003311991,masc,to_evaluate,1
250,Скульптура изображает писателя,2,Subject - Verb - Object,3,"['Скульптура', 'изображает', 'писателя']",скульптура,изображает,писателя,,,3,скульптура,14.69,femn,5,изображать,47.49,4,писатель,181.9441969518091,masc,,,0.02,,,,0.02,,to_evaluate,1
251,Следователи восстановили картину произошедшего,2,Subject - Verb - Object - Gen,4,"['Следователи', 'восстановили', 'картину', 'произошедшего']",следователи,восстановили,картину,произошедшего,,5,следователь,39.39,masc,5,восстановить,34.76,3,картина,212.1164516034485,femn,6.0,произойти,178.49,,,,0.02,,to_evaluate,1
252,Следователи допрашивают руководителей завода,2,Subject - Verb - Object - Gen,4,"['Следователи', 'допрашивают', 'руководителей', 'завода']",следователи,допрашивают,руководителей,завода,,5,следователь,39.39,masc,5,допрашивать,10.4,6,руководитель,82.49,masc,3.0,завод,163.5251811673909,masc,,,0.02,,to_evaluate,1
253,Следователи осмотрели место происшествия,2,Subject - Verb - Object - Gen,4,"['Следователи', 'осмотрели', 'место', 'происшествия']",следователи,осмотрели,место,происшествия,,5,следователь,39.39,masc,4,осмотреть,35.62,2,место,983.6747886016016,neut,5.0,происшествие,33.2,neut,,,0.02,,to_evaluate,1
254,Следователи установили мотив преступления,2,Subject - Verb - Object - Gen,4,"['Следователи', 'установили', 'мотив', 'преступления']",следователи,установили,мотив,преступления,,5,следователь,39.39,masc,5,установить,127.3521249400537,2,мотив,40.2,masc,5.0,преступление,75.13,neut,,,0.02,,to_evaluate,1
255,Следствие выясняет мотивы поступка,2,Subject - Verb - Object - Gen,4,"['Следствие', 'выясняет', 'мотивы', 'поступка']",следствие,выясняет,мотивы,поступка,,3,следствие,59.33,neut,4,выяснять,9.5,3,мотив,40.2,masc,3.0,поступок,60.62,masc,,,0.02,,to_evaluate,1
256,Служащий обнаружил пропажу,2,Subject - Verb - Object,3,"['Служащий', 'обнаружил', 'пропажу']",служащий,обнаружил,пропажу,,,3,служащий,30.02,masc,4,обнаружить,93.24342991343502,3,пропажа,4.04,femn,,,0.02,,,,0.02,,to_evaluate,1
257,Службы зафиксировали рост рейтинга,2,Subject - Verb - Object - Gen,4,"['Службы', 'зафиксировали', 'рост', 'рейтинга']",службы,зафиксировали,рост,рейтинга,,2,служба,202.4435974391506,femn,6,зафиксировать,11.61,1,рост,139.1240578931805,masc,3.0,рейтинг,10.63,masc,,,0.02,,to_evaluate,1
258,Случай напугал местных жителей,3,Subject - Verb - Adj - Object,4,"['Случай', 'напугал', 'местных', 'жителей']",случай,напугал,жителей,,местных,2,случай,665.3679173032393,masc,3,напугать,14.22,3,житель,113.2327489139237,masc,,,0.02,,2.0,местный,156.2959110893251,masc,to_evaluate,1
259,Совет принял решение,2,Subject - Verb - Object,3,"['Совет', 'принял', 'решение']",совет,принял,решение,,,2,совет,249.4271764873265,masc,2,принять,384.7456526068669,4,решение,238.707453512315,neut,,,0.02,,,,0.02,,to_evaluate,1
260,Солдаты освобождали землю,2,Subject - Verb - Object,3,"['Солдаты', 'освобождали', 'землю']",солдаты,освобождали,землю,,,3,солдат,201.7706103465489,masc,5,освобождать,13.91,2,земля,623.1673536631963,femn,,,0.02,,,,0.02,,to_evaluate,1
261,Солдаты открыли огонь,2,Subject - Verb - Object,3,"['Солдаты', 'открыли', 'огонь']",солдаты,открыли,огонь,,,3,солдат,201.7706103465489,masc,3,открыть,208.1800112284692,2,огонь,199.3884496854353,masc,,,0.02,,,,0.02,,to_evaluate,1
262,Солдаты разграбили город,2,Subject - Verb - Object,3,"['Солдаты', 'разграбили', 'город']",солдаты,разграбили,город,,,3,солдат,201.7706103465489,masc,4,разграбить,4.55,2,город,737.3054304516912,masc,,,0.02,,,,0.02,,,0
263,Сосед опубликовал фотографию записки,2,Subject - Verb - Object - Gen,4,"['Сосед', 'опубликовал', 'фотографию', 'записки']",сосед,опубликовал,фотографию,записки,,2,сосед,95.15,masc,5,опубликовать,40.8,5,фотография,67.63,femn,3.0,записка,86.28,femn,,,0.02,,to_evaluate,1
264,Сотрудник достал служебное удостоверение,3,Subject - Verb - Adj - Object,4,"['Сотрудник', 'достал', 'служебное', 'удостоверение']",сотрудник,достал,удостоверение,,служебное,3,сотрудник,80.62,masc,2,достать,97.08639985888637,7,удостоверение,11.25,neut,,,0.02,,4.0,служебный,29.7,masc,to_evaluate,1
265,Сотрудник оказал первую помощь,3,Subject - Verb - Adj - Object,4,"['Сотрудник', 'оказал', 'первую', 'помощь']",сотрудник,оказал,помощь,,первую,3,сотрудник,80.62,masc,3,оказать,46.25,2,помощь,257.663256620594,femn,,,0.02,,3.0,первый,1269.5,masc,to_evaluate,1
266,Сотрудники восстанавливают разрушенные колонны,3,Subject - Verb - Adj - Object,4,"['Сотрудники', 'восстанавливают', 'разрушенные', 'колонны']",сотрудники,восстанавливают,колонны,,разрушенные,4,сотрудник,80.62,masc,6,восстанавливать,9.63,3,колонна,,femn,,,0.02,,5.0,разрушить,37.27,,to_evaluate,1
267,Сотрудники выясняют подробности происшествия,2,Subject - Verb - Object - Gen,4,"['Сотрудники', 'выясняют', 'подробности', 'происшествия']",сотрудники,выясняют,подробности,происшествия,,4,сотрудник,80.62,masc,4,выяснять,9.5,4,подробность,60.93,femn,5.0,происшествие,33.2,neut,,,0.02,,to_evaluate,1
268,Сотрудники задержали мужчину,2,Subject - Verb - Object,3,"['Сотрудники', 'задержали', 'мужчину']",сотрудники,задержали,мужчину,,,4,сотрудник,80.62,masc,4,задержать,39.32,3,мужчина,175.9567482946153,masc,,,0.02,,,,0.02,,,0
269,Сотрудники обследовали строительную площадку,3,Subject - Verb - Adj - Object,4,"['Сотрудники', 'обследовали', 'строительную', 'площадку']",сотрудники,обследовали,площадку,,строительную,4,сотрудник,80.62,masc,5,обследовать,7.1,3,площадка,55.39,femn,,,0.02,,5.0,строительный,25.98,masc,to_evaluate,1
270,Сотрудники обыскали здание,2,Subject - Verb - Object,3,"['Сотрудники', 'обыскали', 'здание']",сотрудники,обыскали,здание,,,4,сотрудник,80.62,masc,4,обыскать,3.73,3,здание,118.2347521855222,neut,,,0.02,,,,0.02,,control,1
271,Сотрудники организовали поиск животного,2,Subject - Verb - Object - Gen,4,"['Сотрудники', 'организовали', 'поиск', 'животного']",сотрудники,организовали,поиск,животного,,4,сотрудник,80.62,masc,6,организовать,68.28682522945822,2,поиск,73.38,masc,4.0,животное,104.3503875250626,neut,,,0.02,,to_evaluate,1
272,Сотрудники принесли извинения,2,Subject - Verb - Object,3,"['Сотрудники', 'принесли', 'извинения']",сотрудники,принесли,извинения,,,4,сотрудник,80.62,masc,3,принести,163.6533691850293,5,извинение,9.18,neut,,,0.02,,,,0.02,,to_evaluate,1
273,Сотрудники проверяют поступившие сообщения,3,Subject - Verb - Adj - Object,4,"['Сотрудники', 'проверяют', 'поступившие', 'сообщения']",сотрудники,проверяют,сообщения,,поступившие,4,сотрудник,80.62,masc,4,проверять,30.2,5,сообщение,81.3,neut,,,0.02,,5.0,поступить,86.96,,to_evaluate,1
274,Сотрудники проводят проверку,2,Subject - Verb - Object,3,"['Сотрудники', 'проводят', 'проверку']",сотрудники,проводят,проверку,,,4,сотрудник,80.62,masc,3,проводить,164.5987558151126,3,проверка,35.61,femn,,,0.02,,,,0.02,,,0
275,Сотрудники произвели задержание,2,Subject - Verb - Object,3,"['Сотрудники', 'произвели', 'задержание']",сотрудники,произвели,задержание,,,4,сотрудник,80.62,masc,4,произвести,110.6316003893444,5,задержание,5.65,neut,,,0.02,,,,0.02,,to_evaluate,1
276,Сотрудники производят досмотр транспорта,2,Subject - Verb - Object - Gen,4,"['Сотрудники', 'производят', 'досмотр', 'транспорта']",сотрудники,производят,досмотр,транспорта,,4,сотрудник,80.62,masc,4,производить,125.2396932327209,2,досмотр,2.01,masc,3.0,транспорт,36.84,masc,,,0.02,,to_evaluate,1
277,Сотрудница оказала первую помощь,3,Subject - Verb - Adj - Object,4,"['Сотрудница', 'оказала', 'первую', 'помощь']",сотрудница,оказала,помощь,,первую,4,сотрудница,4.43,femn,4,оказать,46.25,2,помощь,257.663256620594,femn,,,0.02,,3.0,первый,1269.5,masc,to_evaluate,1
278,Сочинения получили большую известность,3,Subject - Verb - Adj - Object,4,"['Сочинения', 'получили', 'большую', 'известность']",сочинения,получили,известность,,большую,5,сочинение,76.7,neut,4,получить,552.8909435766419,3,известность,14.75,femn,,,0.02,,3.0,больший,179.7650006519563,masc,,0
279,Спасатели ликвидировали пожар,2,Subject - Verb - Object,3,"['Спасатели', 'ликвидировали', 'пожар']",спасатели,ликвидировали,пожар,,,4,спасатель,3.26,masc,6,ликвидировать,13.88,2,пожар,53.28,masc,,,0.02,,,,0.02,,to_evaluate,1
280,Спасатели получили ранение,2,Subject - Verb - Object,3,"['Спасатели', 'получили', 'ранение']",спасатели,получили,ранение,,,4,спасатель,3.26,masc,4,получить,552.8909435766419,4,ранение,8.25,neut,,,0.02,,,,0.02,,,0
281,Спецназ продолжает преследование бандитов,2,Subject - Verb - Object - Gen,4,"['Спецназ', 'продолжает', 'преследование', 'бандитов']",спецназ,продолжает,преследование,бандитов,,2,спецназ,2.98,masc,4,продолжать,293.2434432663536,6,преследование,17.16,neut,3.0,бандит,21.63,masc,,,0.02,,to_evaluate,1
282,Спецназовцы получили ранения,2,Subject - Verb - Object,3,"['Спецназовцы', 'получили', 'ранения']",спецназовцы,получили,ранения,,,4,спецназовец,1.19,masc,4,получить,552.8909435766419,4,ранение,8.25,neut,,,0.02,,,,0.02,,,0
283,Статья получила широкую известность,3,Subject - Verb - Adj - Object,4,"['Статья', 'получила', 'широкую', 'известность']",статья,получила,известность,,широкую,2,статья,299.623467727565,femn,4,получить,552.8909435766419,3,известность,14.75,femn,,,0.02,,4.0,широкий,189.2242081201902,masc,to_evaluate,1
284,Сторож оказал первую помощь,3,Subject - Verb - Adj - Object,4,"['Сторож', 'оказал', 'первую', 'помощь']",сторож,оказал,помощь,,первую,2,сторож,28.54,masc,3,оказать,46.25,2,помощь,257.663256620594,femn,,,0.02,,3.0,первый,1269.5,masc,to_evaluate,1
285,Стороны заключили мировое соглашение,3,Subject - Verb - Adj - Object,4,"['Стороны', 'заключили', 'мировое', 'соглашение']",стороны,заключили,соглашение,,мировое,3,сторона,797.276058036858,femn,4,заключить,65.38924191409012,5,соглашение,39.07,neut,,,0.02,,4.0,мировой,124.7830234198841,femn,to_evaluate,1
286,Стороны заключили предварительное соглашение,3,Subject - Verb - Adj - Object,4,"['Стороны', 'заключили', 'предварительное', 'соглашение']",стороны,заключили,соглашение,,предварительное,3,сторона,797.276058036858,femn,4,заключить,65.38924191409012,5,соглашение,39.07,neut,,,0.02,,6.0,предварительный,28.57,masc,to_evaluate,1
287,Стороны комментируют результаты переговоров,2,Subject - Verb - Object - Gen,4,"['Стороны', 'комментируют', 'результаты', 'переговоров']",стороны,комментируют,результаты,переговоров,,3,сторона,797.276058036858,femn,5,комментировать,8.33,4,результат,247.8381791853505,masc,5.0,переговоры,50.88,,,,0.02,,to_evaluate,1
288,Стороны несут потери,2,Subject - Verb - Object,3,"['Стороны', 'несут', 'потери']",стороны,несут,потери,,,3,сторона,797.276058036858,femn,2,нести,112.1885506869108,3,потеря,60.98,femn,,,0.02,,,,0.02,,to_evaluate,1
289,Стороны обсудят перспективы отношений,2,Subject - Verb - Object - Gen,4,"['Стороны', 'обсудят', 'перспективы', 'отношений']",стороны,обсудят,перспективы,отношений,,3,сторона,797.276058036858,femn,3,обсудить,18.62,4,перспектива,48.0,femn,4.0,отношение,462.6973202495207,neut,,,0.02,,to_evaluate,1
290,Стороны подписали соглашение,2,Subject - Verb - Object,3,"['Стороны', 'подписали', 'соглашение']",стороны,подписали,соглашение,,,3,сторона,797.276058036858,femn,4,подписать,54.88583621884338,5,соглашение,39.07,neut,,,0.02,,,,0.02,,to_evaluate,1
291,Суд аннулировал результаты голосования,2,Subject - Verb - Object - Gen,4,"['Суд', 'аннулировал', 'результаты', 'голосования']",суд,аннулировал,результаты,голосования,,1,суд,223.5999615168889,masc,5,аннулировать,1.48,4,результат,247.8381791853505,masc,6.0,голосование,12.94,neut,,,0.02,,to_evaluate,1
