sentence,semantics_grammar,semantics,grammar,no,unknown,most_popular,percent
Парламентарии обсудят озеро,,0.7142857142857143,,0.2857142857142857,,semantics,0.7142857142857143
Парламентарии обсудят озера,,0.6666666666666666,,0.3333333333333333,,semantics,0.6666666666666666
Парламентарии обсудят обращения,,,,1.0,,no,1.0
Певица принесла публичные извинения,,,,1.0,,no,1.0
Певица принесла публичные освоения,0.1111111111111111,0.8888888888888888,,,,semantics,0.8888888888888888
Певица принесла публичные извинений,,,1.0,,,grammar,1.0
Певица принесла публичные извинений,,,1.0,,,grammar,1.0
Певица принесла публичные освоение,0.75,0.25,,,,semantics_grammar,0.75
Певица принесла публичные освоение,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571
Пехотинцы окружили прогноз,,1.0,,,,semantics,1.0
Пехотинцы окружили прогноза,1.0,,,,,semantics_grammar,1.0
Пехотинцы окружили дом,,,,1.0,,no,1.0
Пехотинцы окружили дому,,,1.0,,,grammar,1.0
Пехотинцы окружили дому,,,1.0,,,grammar,1.0
Пещеры пронизывают монастырскую передачу,,1.0,,,,semantics,1.0
Пещеры пронизывают монастырскую гора,0.2,,0.8,,,grammar,0.8
Пещеры пронизывают монастырскую гору,,,,1.0,,no,1.0
Пещеры пронизывают монастырскую передаче,1.0,,,,,semantics_grammar,1.0
Пещеры пронизывают монастырскую передаче,1.0,,,,,semantics_grammar,1.0
Письма носят личный октябре,0.8181818181818182,0.1818181818181818,,,,semantics_grammar,0.8181818181818182
Письма носят личный октябрь,0.0909090909090909,0.8181818181818182,0.0909090909090909,,,semantics,0.8181818181818182
Письма носят личный характере,0.2,,0.6,0.2,,grammar,0.6
Письма носят личный октябре,0.8333333333333334,0.1666666666666666,,,,semantics_grammar,0.8333333333333334
Письма носят личный характере,0.125,,0.75,0.125,,grammar,0.75
Письма носят личный характер,,,,1.0,,no,1.0
Плотники сделали ткацкие станки,,,,1.0,,no,1.0
Плотники сделали ткацкие оптимизмах,1.0,,,,,semantics_grammar,1.0
Плотники сделали ткацкие оптимизмы,,1.0,,,,semantics,1.0
Плотники сделали ткацкие станках,,,1.0,,,grammar,1.0
Победитель получает денежную местность,0.2857142857142857,0.7142857142857143,,,,semantics,0.7142857142857143
Победитель получает денежную премию,,,,1.0,,no,1.0
Победитель получает денежную температуру,,1.0,,,,semantics,1.0
Победитель получает денежную местности,0.6,0.4,,,,semantics_grammar,0.6
Победитель получает денежную премией,,,1.0,,,grammar,1.0
Победитель получает денежную температуре,1.0,,,,,semantics_grammar,1.0
Повреждения снижали стоимости монет,0.1428571428571428,0.2142857142857142,0.5714285714285714,0.0714285714285714,,grammar,0.5714285714285714
Повреждения снижали юность монет,,1.0,,,,semantics,1.0
Повреждения снижали юностью монет,1.0,,,,,semantics_grammar,1.0
Повреждения снижали стоимостью монет,,0.3333333333333333,0.6666666666666666,,,grammar,0.6666666666666666
Повреждения снижали стоимости монет,,0.2727272727272727,0.7272727272727273,,,grammar,0.7272727272727273
Повреждения снижали стоимость монет,,0.2,,0.8,,no,0.8
Подготовка потребовала большого труд,,,1.0,,,grammar,1.0
Подготовка потребовала большого сентября,,0.875,0.125,,,semantics,0.875
Подготовка потребовала большого труда,,,,0.8571428571428571,0.1428571428571428,no,0.8571428571428571
Подготовка потребовала большого сентябрь,0.8333333333333334,0.1666666666666666,,,,semantics_grammar,0.8333333333333334
Подготовка потребовала большого сентябрь,1.0,,,,,semantics_grammar,1.0
Подготовка потребовала большого труд,0.2,,0.8,,,grammar,0.8
Подготовка потребовала большого сентябрь,0.7142857142857143,0.2857142857142857,,,,semantics_grammar,0.7142857142857143
Подозреваемый хранил наркотики,,,,1.0,,no,1.0
Подросток получил ушибов,,,1.0,,,grammar,1.0
Подросток получил ушибов,,,1.0,,,grammar,1.0
Подросток получил ушибы,,0.125,,0.875,,no,0.875
Подросток получил прагматизмы,0.2,0.8,,,,semantics,0.8
Подросток получил прагматизмам,1.0,,,,,semantics_grammar,1.0
Подросток получил ушибов,,,1.0,,,grammar,1.0
Пожарные ликвидировали открытое руно,,1.0,,,,semantics,1.0
Пожарные ликвидировали открытое горению,,,1.0,,,grammar,1.0
Пожарные ликвидировали открытое горение,,0.3333333333333333,,0.6666666666666666,,no,0.6666666666666666
Пожарные ликвидировали открытое руном,0.8333333333333334,0.1666666666666666,,,,semantics_grammar,0.8333333333333334
Пожарные проверяют соседние рождении,1.0,,,,,semantics_grammar,1.0
Пожарные проверяют соседние рождения,0.125,0.875,,,,semantics,0.875
Пожарные проверяют соседние помещением,,,1.0,,,grammar,1.0
Пожарные проверяют соседние помещения,,,0.1666666666666666,0.8333333333333334,,no,0.8333333333333334
Покупатель заплатил аванс,,,,1.0,,no,1.0
Покупатель заплатил покой,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Покупатель заплатил авансу,,,1.0,,,grammar,1.0
Покупатель заплатил покою,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Покупатель заплатил ландшафт,,1.0,,,,semantics,1.0
Покупатель заплатил ландшафта,1.0,,,,,semantics_grammar,1.0
Политик перенес сложную операции,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888
Политик перенес сложную культура,0.75,0.25,,,,semantics_grammar,0.75
Политик перенес сложную операции,,,0.8,0.2,,grammar,0.8
Политик перенес сложную культуру,,1.0,,,,semantics,1.0
Политик перенес сложную операцию,,,,1.0,,no,1.0
Полицейские обнаружили октябри взлома,0.25,0.75,,,,semantics,0.75
Полицейские обнаружили октябрями взлома,1.0,,,,,semantics_grammar,1.0
Полицейские обнаружили следы взлома,,0.2,,0.8,,no,0.8
Полицейские обнаружили следах взлома,,,1.0,,,grammar,1.0
Полицейские обнаружили октябрями взлома,1.0,,,,,semantics_grammar,1.0
Полиция ведет ноября россиянина,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Полиция ведет ноября россиянина,0.5,0.5,,,,semantics_grammar,0.5
Полиция ведет завод россиянина,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Полиция ведет поиске россиянина,0.1111111111111111,,0.8888888888888888,,,grammar,0.8888888888888888
Полиция ведет ордену россиянина,1.0,,,,,semantics_grammar,1.0
Полиция ведет орден россиянина,0.1,0.6,0.2,0.1,,semantics,0.6
Полиция ведет поиск россиянина,,,,1.0,,no,1.0
Полиция ведет завод россиянина,,1.0,,,,semantics,1.0
Полиция ведет ноябрю россиянина,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Полиция ведет ордене россиянина,0.6666666666666666,0.1666666666666666,0.1666666666666666,,,semantics_grammar,0.6666666666666666
Полиция ведет ноябрь россиянина,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Полиция ведет округа заявителя,0.5555555555555556,0.4444444444444444,,,,semantics_grammar,0.5555555555555556
Полиция ведет округ заявителя,,0.8333333333333334,,0.1666666666666666,,semantics,0.8333333333333334
Полиция ведет поискам заявителя,,,1.0,,,grammar,1.0
Полиция ведет кресты заявителя,,1.0,,,,semantics,1.0
Полиция ведет декабрях заявителя,1.0,,,,,semantics_grammar,1.0
Полиция ведет поиски заявителя,,0.1428571428571428,,0.8571428571428571,,no,0.8571428571428571
Полиция ведет декабрей заявителя,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Полиция ведет округе заявителя,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Полиция ведет декабри заявителя,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Полиция ведет кресты заявителя,1.0,,,,,semantics_grammar,1.0
Полиция ведет декабрях заявителя,1.0,,,,,semantics_grammar,1.0
Полиция ведет кресты заявителя,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Полиция выясняет мотивы поступка,,,,1.0,,no,1.0
Полиция выясняет мотивами поступка,,,1.0,,,grammar,1.0
Полиция выясняет мотивами поступка,,,1.0,,,grammar,1.0
Полиция выясняет мотивами поступка,0.125,,0.875,,,grammar,0.875
Полиция выясняет годами поступка,1.0,,,,,semantics_grammar,1.0
Полиция выясняет годы поступка,,1.0,,,,semantics,1.0
Полиция задержала родителях кинокартины,1.0,,,,,semantics_grammar,1.0
Полиция задержала противниках кинокартины,0.3333333333333333,,0.6666666666666666,,,grammar,0.6666666666666666
Полиция задержала противникам кинокартины,0.3333333333333333,,0.6666666666666666,,,grammar,0.6666666666666666
Полиция задержала противников кинокартины,,0.4,,0.6,,no,0.6
Полиция задержала родителей кинокартины,,1.0,,,,semantics,1.0
Полиция использует шпионскую реку,,1.0,,,,semantics,1.0
Полиция использует шпионскую программу,,,,1.0,,no,1.0
Полиция использует шпионскую программы,,,1.0,,,grammar,1.0
Полиция использует шпионскую река,0.9,,0.1,,,semantics_grammar,0.9
Полиция использует шпионскую река,1.0,,,,,semantics_grammar,1.0
Полиция использует шпионскую река,0.8571428571428571,,0.1428571428571428,,,semantics_grammar,0.8571428571428571
Полиция использует шпионскую программы,,,1.0,,,grammar,1.0
Полиция начала славу,,1.0,,,,semantics,1.0
Полиция начала славе,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571
Полиция начала славе,0.8,0.2,,,,semantics_grammar,0.8
Полиция начала проверке,,,1.0,,,grammar,1.0
Полиция начала проверку,,,,1.0,,no,1.0
Полиция отыскала романтика,,0.5,,0.3333333333333333,0.1666666666666666,semantics,0.5
Полиция оцепила месте аварии,,,1.0,,,grammar,1.0
Полиция оцепила сотрудничества аварии,0.2,0.8,,,,semantics,0.8
Полиция оцепила место аварии,,,,1.0,,no,1.0
Полиция оцепила сотрудничество аварии,0.2,0.8,,,,semantics,0.8
Полиция оцепила сотрудничества аварии,0.5555555555555556,0.4444444444444444,,,,semantics_grammar,0.5555555555555556
Полиция оцепила сотрудничестве аварии,1.0,,,,,semantics_grammar,1.0
Полиция оцепила сотрудничества аварии,,1.0,,,,semantics,1.0
Полиция проверяет ночёвке облигаций,1.0,,,,,semantics_grammar,1.0
Полиция проверяет подлинность облигаций,,,,1.0,,no,1.0
Полиция проверяет подлинности облигаций,,,1.0,,,grammar,1.0
Полиция проверяет подлинности облигаций,,,0.8571428571428571,0.1428571428571428,,grammar,0.8571428571428571
Полиция проверяет подлинности облигаций,,,0.75,0.25,,grammar,0.75
Полиция проверяет ночёвку облигаций,,1.0,,,,semantics,1.0
Полиция разместила пятилетки инцидента,0.125,0.875,,,,semantics,0.875
Полиция разместила чахотку инцидента,,1.0,,,,semantics,1.0
Полиция разместила пятилетку инцидента,0.1666666666666666,0.6666666666666666,,0.1666666666666666,,semantics,0.6666666666666666
Полиция разместила видеозапись инцидента,,,,1.0,,no,1.0
Полиция разместила чахотка инцидента,1.0,,,,,semantics_grammar,1.0
Полиция разместила видеозаписью инцидента,,0.25,0.75,,,grammar,0.75
Полиция разоблачила подлог,,0.4,,0.6,,no,0.6
Полиция разоблачила динамике,0.8,0.2,,,,semantics_grammar,0.8
Полиция разоблачила динамик,,1.0,,,,semantics,1.0
Полиция разыскивает владелец здания,,,0.8571428571428571,0.1428571428571428,,grammar,0.8571428571428571
Полиция разыскивает владелец здания,,,0.9,0.1,,grammar,0.9
Полиция разыскивает курсанте здания,1.0,,,,,semantics_grammar,1.0
Полиция разыскивает курсанта здания,,0.7777777777777778,,0.2222222222222222,,semantics,0.7777777777777778
Полиция разыскивает курсант здания,0.6,0.2666666666666666,0.1333333333333333,,,semantics_grammar,0.6
Полиция разыскивает владельца здания,,,,1.0,,no,1.0
Полиция разыскивает курсант здания,0.5454545454545454,0.3636363636363636,0.0909090909090909,,,semantics_grammar,0.5454545454545454
Полиция разыскивает сообщниках,,,1.0,,,grammar,1.0
Полиция разыскивает сообщников,,,,1.0,,no,1.0
Полиция разыскивает эстетики,1.0,,,,,semantics_grammar,1.0
Полиция разыскивает эстетиков,,0.8333333333333334,,0.1666666666666666,,semantics,0.8333333333333334
Полиция разыскивает эстетики,0.5,0.5,,,,semantics_grammar,0.5
Пользователи обратили села,0.6,0.2,0.2,,,semantics_grammar,0.6
Пользователи обратили селом,1.0,,,,,semantics_grammar,1.0
Пользователи обратили село,0.125,0.875,,,,semantics,0.875
Пользователи обратили внимании,,,1.0,,,grammar,1.0
Пользователи обратили внимании,,,0.9,0.1,,grammar,0.9
Пользователи обратили внимание,,,,1.0,,no,1.0
Посетители проявили бурные ликвидация,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571
Посетители проявили бурные ликвидации,,0.8333333333333334,0.1666666666666666,,,semantics,0.8333333333333334
Посетители проявили бурные эмоций,,,1.0,,,grammar,1.0
Посетители проявили бурные эмоции,,,,1.0,,no,1.0
Посетители проявили бурные ликвидация,0.9,0.1,,,,semantics_grammar,0.9
Посетители читали газете,,,1.0,,,grammar,1.0
Посетители читали длине,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Посетители читали петли,0.25,0.75,,,,semantics,0.75
Посетители читали петли,0.25,0.75,,,,semantics,0.75
Посетители читали петли,,1.0,,,,semantics,1.0
Посетители читали длины,0.4444444444444444,0.5555555555555556,,,,semantics,0.5555555555555556
Посетители читали газеты,,,,1.0,,no,1.0
Посетители читали петля,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Посетители читали длина,1.0,,,,,semantics_grammar,1.0
Посетители читали петли,,1.0,,,,semantics,1.0
Правительство подпишет детством,1.0,,,,,semantics_grammar,1.0
Правительство подпишет постановления,,,0.125,0.875,,no,0.875
Правительство подпишет миро,,,1.0,,,grammar,1.0
Правительство подпишет постановление,,,,1.0,,no,1.0
Правительство подпишет постановлении,0.25,,0.75,,,grammar,0.75
Правительство подпишет мире,0.6,0.2,0.2,,,semantics_grammar,0.6
Правительство подпишет детство,0.25,0.75,,,,semantics,0.75
Президент выразил несогласием,,,1.0,,,grammar,1.0
Президент выразил колёсике,0.6,0.4,,,,semantics_grammar,0.6
Президент выразил несогласие,,,,1.0,,no,1.0
Президент выразил колёсиком,1.0,,,,,semantics_grammar,1.0
Президент выразил колёсико,,1.0,,,,semantics,1.0
Президент держит запад отца,,1.0,,,,semantics,1.0
Президент держит баз отца,0.5,0.5,,,,semantics_grammar,0.5
Президент держит портрете отца,0.2857142857142857,,0.7142857142857143,,,grammar,0.7142857142857143
Президент держит базы отца,0.1111111111111111,0.8888888888888888,,,,semantics,0.8888888888888888
Президент держит база отца,1.0,,,,,semantics_grammar,1.0
Президент держит портрет отца,,,,1.0,,no,1.0
Президент держит запад отца,,1.0,,,,semantics,1.0
Президент держит база отца,1.0,,,,,semantics_grammar,1.0
Премьера привлекла внимание,,,0.2857142857142857,0.7142857142857143,,no,0.7142857142857143
Премьера привлекла село,,0.8571428571428571,,0.1428571428571428,,semantics,0.8571428571428571
Премьера привлекла села,,1.0,,,,semantics,1.0
Премьера привлекла селе,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Премьера привлекла внимания,,,0.7777777777777778,0.2222222222222222,,grammar,0.7777777777777778
Пресс-служба сообщила воной,0.75,0.25,,,,semantics_grammar,0.75
Пресс-служба сообщила подробностями,,,1.0,,,grammar,1.0
Пресс-служба сообщила подробностями,,,1.0,,,grammar,1.0
Пресс-служба сообщила подробности,,,,1.0,,no,1.0
Пресс-служба сообщила воны,,1.0,,,,semantics,1.0
Преступник совершил ограбление банка,,,,1.0,,no,1.0
Преступник совершил ограбления банка,,0.0769230769230769,0.8461538461538461,0.0769230769230769,,grammar,0.8461538461538461
Преступник совершил ограбления банка,,,0.875,0.125,,grammar,0.875
Преступник совершил ограбления банка,,,1.0,,,grammar,1.0
Преступник совершил противопоказанию банка,0.7777777777777778,0.2222222222222222,,,,semantics_grammar,0.7777777777777778
Преступник совершил противопоказанию банка,0.8333333333333334,0.1666666666666666,,,,semantics_grammar,0.8333333333333334
Преступник совершил противопоказание банка,0.1111111111111111,0.8888888888888888,,,,semantics,0.8888888888888888
Преступники отпустили ландкарты,0.5,0.25,0.25,,,semantics_grammar,0.5
Преступники отпустили ландкартой,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Преступники отпустили ландкартой,1.0,,,,,semantics_grammar,1.0
Преступники отпустили заложницу,,,,1.0,,no,1.0
Преступники отпустили заложницей,0.0909090909090909,,0.9090909090909092,,,grammar,0.9090909090909092
Преступники отпустили заложницей,,,1.0,,,grammar,1.0
Преступники отпустили заложницей,,,1.0,,,grammar,1.0
Преступники отпустили ландкарту,,1.0,,,,semantics,1.0
Преступники отпустили ландкарте,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Преступники отпустили ландкарте,1.0,,,,,semantics_grammar,1.0
Преступники отпустили ландкарты,,0.8571428571428571,,0.1428571428571428,,semantics,0.8571428571428571
Преступники отпустили ландкарта,0.5,0.25,,0.25,,semantics_grammar,0.5
Приставы конфисковали часть имущества,,,,1.0,,no,1.0
Приставы конфисковали части имущества,0.0909090909090909,,0.9090909090909092,,,grammar,0.9090909090909092
Приставы конфисковали части имущества,,,1.0,,,grammar,1.0
Приставы конфисковали встречей имущества,0.6666666666666666,0.1666666666666666,0.1666666666666666,,,semantics_grammar,0.6666666666666666
Приставы конфисковали встреча имущества,1.0,,,,,semantics_grammar,1.0
Приставы конфисковали встречу имущества,,1.0,,,,semantics,1.0
Программа покажет местоположения предмета,,,1.0,,,grammar,1.0
Программа покажет студенчество предмета,,1.0,,,,semantics,1.0
Программа покажет местоположение предмета,,0.2,,0.8,,no,0.8
Программа покажет студенчеством предмета,0.8,0.2,,,,semantics_grammar,0.8
Программа покажет местоположения предмета,,,1.0,,,grammar,1.0
Продавец выставил привлекательную цена,,,0.875,0.125,,grammar,0.875
Продавец выставил привлекательную цена,,,0.8,0.2,,grammar,0.8
Продавец выставил привлекательную семьи,0.9,0.1,,,,semantics_grammar,0.9
Продавец выставил привлекательную цену,,,,1.0,,no,1.0
Продавец выставил привлекательную семьи,0.875,0.125,,,,semantics_grammar,0.875
Продавец выставил привлекательную семью,,1.0,,,,semantics,1.0
Продавцы обещают большие эмиграцию,0.5,,0.5,,,semantics_grammar,0.5
Продавцы обещают большие эмиграцию,1.0,,,,,semantics_grammar,1.0
Продавцы обещают большие эмиграции,0.1111111111111111,0.7777777777777778,0.1111111111111111,,,semantics,0.7777777777777778
Продавцы обещают большие эмиграцию,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Продавцы обещают большие скидки,,,,1.0,,no,1.0
Продавцы обещают большие скидками,,,1.0,,,grammar,1.0
Продавцы обещают большие скидками,,,1.0,,,grammar,1.0
Прокуроры контролировали исполнение приговоров,,,,1.0,,no,1.0
Прокуроры контролировали болота приговоров,0.1666666666666666,0.6666666666666666,0.1666666666666666,,,semantics,0.6666666666666666
Прокуроры контролировали болота приговоров,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Прокуроры контролировали болот приговоров,1.0,,,,,semantics_grammar,1.0
Прокуроры контролировали болото приговоров,,1.0,,,,semantics,1.0
Прокуроры контролировали исполнении приговоров,,,1.0,,,grammar,1.0
Прокуроры контролировали исполнения приговоров,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.1111111111111111,,grammar,0.6666666666666666
Прокуроры контролировали исполнения приговоров,,0.1666666666666666,0.6666666666666666,0.1666666666666666,,grammar,0.6666666666666666
Процесс носит необратимый характер,,,,1.0,,no,1.0
Процесс носит необратимый январе,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Процесс носит необратимый характере,,,1.0,,,grammar,1.0
Процесс носит необратимый январю,1.0,,,,,semantics_grammar,1.0
Процесс носит необратимый январь,,1.0,,,,semantics,1.0
Психологи подтвердили тыквой историй,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Психологи подтвердили тыквы истории,0.6,0.4,,,,semantics_grammar,0.6
Психологи подтвердили правдивостью историй,,0.1666666666666666,0.8333333333333334,,,grammar,0.8333333333333334
Психологи подтвердили тыкве истории,1.0,,,,,semantics_grammar,1.0
Психологи подтвердили тыквой историй,1.0,,,,,semantics_grammar,1.0
Психологи подтвердили гурьбе историй,1.0,,,,,semantics_grammar,1.0
Психологи подтвердили гурьбе историй,1.0,,,,,semantics_grammar,1.0
Психологи подтвердили гурьбу историй,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Психологи подтвердили гурьбой историй,0.5,,0.1666666666666666,0.3333333333333333,,semantics_grammar,0.5
Психологи подтвердили тыква историй,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Психологи подтвердили тыкву историй,,1.0,,,,semantics,1.0
Психологи подтвердили правдивость историй,,,0.1666666666666666,0.8333333333333334,,no,0.8333333333333334
Публикация собрала десяткой комментариев,,,1.0,,,grammar,1.0
Публикация собрала инициативы комментариев,,1.0,,,,semantics,1.0
Публикация собрала инициативы комментариев,,1.0,,,,semantics,1.0
Публикация собрала инициативы комментариев,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Публикация собрала инициативы комментариев,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Публикация собрала десятки комментариев,,,,1.0,,no,1.0
Публикация собрала инициативой комментариев,0.5714285714285714,0.1428571428571428,0.2857142857142857,,,semantics_grammar,0.5714285714285714
Публикация собрала инициативой комментариев,0.5454545454545454,0.1818181818181818,0.2727272727272727,,,semantics_grammar,0.5454545454545454
Публикация собрала инициатива комментариев,1.0,,,,,semantics_grammar,1.0
Публикация собрала десяткой комментариев,,,1.0,,,grammar,1.0
Публикация собрала инициативе комментариев,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Путешественники нашли расу,,0.8571428571428571,,0.1428571428571428,,semantics,0.8571428571428571
Путешествие продлится месяц,,,,1.0,,no,1.0
Путешествие продлится месяце,,0.25,0.75,,,grammar,0.75
Путешествие продлится центра,0.8,0.2,,,,semantics_grammar,0.8
Путешествие продлится центр,0.25,0.75,,,,semantics,0.75
Путешествие продлится центра,0.875,0.125,,,,semantics_grammar,0.875
Пятна образуют шахматный рисунок,,0.1666666666666666,,0.8333333333333334,,no,0.8333333333333334
Пятна образуют шахматный рисунка,,,1.0,,,grammar,1.0
Пятна образуют шахматный рисунка,,,1.0,,,grammar,1.0
Пятна образуют шахматный рисунка,,,1.0,,,grammar,1.0
Пятна образуют шахматный декабрю,0.8,0.2,,,,semantics_grammar,0.8
Пятна образуют шахматный декабрь,,1.0,,,,semantics,1.0
Ребята совершили недопустимые километров,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Ребята совершили недопустимые километров,0.6666666666666666,0.2222222222222222,0.1111111111111111,,,semantics_grammar,0.6666666666666666
Ребята совершили недопустимые километрами,1.0,,,,,semantics_grammar,1.0
Ребята совершили недопустимые километры,,1.0,,,,semantics,1.0
Ребята совершили недопустимые поступки,,,,1.0,,no,1.0
Ребята совершили недопустимые поступкам,0.1428571428571428,,0.8571428571428571,,,grammar,0.8571428571428571
Ребята совершили недопустимые поступкам,0.0909090909090909,,0.9090909090909092,,,grammar,0.9090909090909092
Ребята совершили недопустимые километров,1.0,,,,,semantics_grammar,1.0
Решения носили обязательный января,1.0,,,,,semantics_grammar,1.0
Решения носили обязательный характере,,,1.0,,,grammar,1.0
Решения носили обязательный характер,,0.1428571428571428,,0.8571428571428571,,no,0.8571428571428571
Решения носили обязательный января,1.0,,,,,semantics_grammar,1.0
Решения носили обязательный январь,,1.0,,,,semantics,1.0
Родники образуют небольшое званию,1.0,,,,,semantics_grammar,1.0
Родники образуют небольшое озера,,,1.0,,,grammar,1.0
Родники образуют небольшое озера,,,1.0,,,grammar,1.0
Родники образуют небольшое звание,0.125,0.875,,,,semantics,0.875
Родники образуют небольшое озеро,,,,1.0,,no,1.0
Россияне вырвали победу,,,,1.0,,no,1.0
Россияне вырвали комиссию,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Россияне вырвали победы,,,1.0,,,grammar,1.0
Россияне вырвали комиссия,1.0,,,,,semantics_grammar,1.0
Россияне вырвали фабрику,,1.0,,,,semantics,1.0
Россияне вырвали библиотеку,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Руководство хранит числом,0.75,0.25,,,,semantics_grammar,0.75
Руководство хранит молчанием,,,1.0,,,grammar,1.0
Руководство хранит молчание,,,,1.0,,no,1.0
Руководство хранит числе,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Руководство хранит число,,1.0,,,,semantics,1.0
Самец демонстрирует брачный год,0.125,0.875,,,,semantics,0.875
Самец демонстрирует брачный году,1.0,,,,,semantics_grammar,1.0
Самец демонстрирует брачный танец,,,,1.0,,no,1.0
Самец демонстрирует брачный танцу,,,1.0,,,grammar,1.0
Самец демонстрирует брачный танцу,0.125,,0.875,,,grammar,0.875
Сериал представляет сборник новелл,,,,1.0,,no,1.0
Сериал представляет борт новелл,,1.0,,,,semantics,1.0
Сериал представляет сборнике новелл,,,1.0,,,grammar,1.0
Сериал представляет сборнике новелл,,,1.0,,,grammar,1.0
Сериал представляет борте новелл,1.0,,,,,semantics_grammar,1.0
Силовики начали контекст квартиры,,1.0,,,,semantics,1.0
Силовики начали штурм квартиры,,,,1.0,,no,1.0
Силовики начали штурме квартиры,0.1428571428571428,,0.8571428571428571,,,grammar,0.8571428571428571
Силовики начали контексте квартиры,1.0,,,,,semantics_grammar,1.0
Силовики начали контекста квартиры,0.5,0.3333333333333333,0.1666666666666666,,,semantics_grammar,0.5
Силовики начали контекста квартиры,0.6666666666666666,0.2222222222222222,0.1111111111111111,,,semantics_grammar,0.6666666666666666
Силовики начали штурме квартиры,0.25,,0.75,,,grammar,0.75
Синоптики объявили штормовое время,,0.8,,0.2,,semantics,0.8
Синоптики объявили штормовое времени,0.8888888888888888,0.1111111111111111,,,,semantics_grammar,0.8888888888888888
Синоптики объявили штормовое времени,0.8333333333333334,0.1666666666666666,,,,semantics_grammar,0.8333333333333334
Синоптики объявили штормовое предупреждение,,,,1.0,,no,1.0
Синоптики объявили штормовое предупреждении,,,1.0,,,grammar,1.0
Ситуации носили криминальный июнем,1.0,,,,,semantics_grammar,1.0
Ситуации носили криминальный год,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Ситуации носили криминальный июнь,0.2857142857142857,0.7142857142857143,,,,semantics,0.7142857142857143
Ситуации носили криминальный оттенка,0.1666666666666666,,0.8333333333333334,,,grammar,0.8333333333333334
Ситуации носили криминальный оттенок,,0.125,,0.875,,no,0.875
Ситуация вызвала народное обслуживании,1.0,,,,,semantics_grammar,1.0
Ситуация вызвала народное обслуживании,0.8,0.2,,,,semantics_grammar,0.8
Ситуация вызвала народное обслуживание,,0.8571428571428571,,0.1428571428571428,,semantics,0.8571428571428571
Ситуация вызвала народное восстания,,0.1111111111111111,0.7777777777777778,0.1111111111111111,,grammar,0.7777777777777778
Ситуация вызвала народное восстание,,,,1.0,,no,1.0
Ситуация вызвала народное восстания,,0.1428571428571428,0.7857142857142857,0.0714285714285714,,grammar,0.7857142857142857
Скульптура изображает полом,0.7142857142857143,0.1428571428571428,0.1428571428571428,,,semantics_grammar,0.7142857142857143
Скульптура изображает писателю,,0.3333333333333333,0.6666666666666666,,,grammar,0.6666666666666666
Скульптура изображает сухого,0.25,0.75,,,,semantics,0.75
Скульптура изображает писателя,,,,1.0,,no,1.0
Скульптура изображает сухим,1.0,,,,,semantics_grammar,1.0
Скульптура изображает писатель,0.25,,0.75,,,grammar,0.75
Скульптура изображает пола,0.5714285714285714,0.4285714285714285,,,,semantics_grammar,0.5714285714285714
Следователи восстановили картины произошедшего,,,0.5555555555555556,0.4444444444444444,,grammar,0.5555555555555556
