,congruent,base_sent,sent_corrected,length,structure,words,subject,verb,object,gen,adj,preposition,object2,subject_length,subject_lemma,subject_ipm,verb_length,verb_lemma,verb_ipm,object_length,object_lemma,object_ipm,gen_length,gen_lemma,gen_ipm,adj_length,adj_lemma,adj_ipm,preposition_length,preposition_lemma,preposition_ipm,object2_length,object2_lemma,object2_ipm
409,На это обратили внимание пользователи сети .,Пользователи обратили внимание,Пользователи обратили внимание,3,Subject - Verb - Object,"['Пользователи', 'обратили', 'внимание']",пользователи,обратили,внимание,,,,,5,пользователь,,4,обратить,100.29911205094886,4,внимание,276.886118098953,,,,,,,,,,,,
410,Догадку автора картинки подтвердили и другие пользователи .,Пользователи подтвердили догадку,Пользователи подтвердили догадку автора,4,Subject - Verb - Object - Gen,"['Пользователи', 'подтвердили', 'догадку', 'автора']",пользователи,подтвердили,догадку,автора,,,,5,пользователь,,4,подтвердить,,3,догадка,,3.0,автор,218.3602762959191,,,,,,,,,
411,Другие посетители не проявили таких бурных эмоций .,Посетители проявили эмоций,Посетители проявили бурные эмоции,4,Subject - Verb - Adj - Object,"['Посетители', 'проявили', 'бурные', 'эмоции']",посетители,проявили,эмоции,,бурные,,,5,посетитель,,4,проявить,,4,эмоция,,,,,3.0,бурный,,,,,,,
412,И посетители вновь не соблюдали дистанцию .,Посетители соблюдали дистанцию,Посетители соблюдали дистанцию,3,Subject - Verb - Object,"['Посетители', 'соблюдали', 'дистанцию']",посетители,соблюдали,дистанцию,,,,,5,посетитель,,4,соблюдать,,4,дистанция,,,,,,,,,,,,,
413,"Посетители читали газеты , журналы , книги .",Посетители читали газеты,Посетители читали газеты,3,Subject - Verb - Object,"['Посетители', 'читали', 'газеты']",посетители,читали,газеты,,,,,5,посетитель,,3,читать,388.81295158318545,3,газета,234.64015453599643,,,,,,,,,,,,
414,После этого постояльцы продолжили застолье .,Постояльцы продолжили застолье,Постояльцы продолжили застолье,3,Subject - Verb - Object,"['Постояльцы', 'продолжили', 'застолье']",постояльцы,продолжили,застолье,,,,,4,постоялец,,4,продолжить,,3,застолье,,,,,,,,,,,,,
415,После этого постояльцы продолжили застолье .,Постояльцы продолжили застолье,Постояльцы продолжили застолье,3,Subject - Verb - Object,"['Постояльцы', 'продолжили', 'застолье']",постояльцы,продолжили,застолье,,,,,4,постоялец,,4,продолжить,,3,застолье,,,,,,,,,,,,,
418,Областное правительство свои обязательства не выполнило .,Правительство выполнило обязательства,Правительство выполнило обязательства,3,Subject - Verb - Object,"['Правительство', 'выполнило', 'обязательства']",правительство,выполнило,обязательства,,,,,4,правительство,221.1083069240424,4,выполнить,63.32221012967085,5,обязательство,,,,,,,,,,,,,
419,Правительство в целом одобрило этот документ .,Правительство одобрило документ,Правительство одобрило документ,3,Subject - Verb - Object,"['Правительство', 'одобрило', 'документ']",правительство,одобрило,документ,,,,,4,правительство,221.1083069240424,4,одобрить,,3,документ,121.57031122782156,,,,,,,,,,,,
420,Правительство также поддерживает это предложение .,Правительство поддерживает предложение,Правительство поддерживает предложение,3,Subject - Verb - Object,"['Правительство', 'поддерживает', 'предложение']",правительство,поддерживает,предложение,,,,,4,правительство,221.1083069240424,5,поддерживать,72.01496007577514,5,предложение,118.18668167890785,,,,,,,,,,,,
421,Правительство региона подпишет соответствующее постановление .,Правительство подпишет постановление,Правительство подпишет постановление,3,Subject - Verb - Object,"['Правительство', 'подпишет', 'постановление']",правительство,подпишет,постановление,,,,,4,правительство,221.1083069240424,3,подписать,54.88583621884338,6,постановление,,,,,,,,,,,,,
422,Правительство прорабатывает и дополнительные меры поддержки .,Правительство прорабатывает меры,Правительство прорабатывает меры поддержки,4,Subject - Verb - Object - Gen,"['Правительство', 'прорабатывает', 'меры', 'поддержки']",правительство,прорабатывает,меры,поддержки,,,,4,правительство,221.1083069240424,6,прорабатывать,,2,мера,300.1923020558354,3.0,поддержка,,,,,,,,,,
423,В настоящее время предложения ведомства рассматривает правительство .,Правительство рассматривает предложения,Правительство рассматривает предложения ведомства,4,Subject - Verb - Object - Gen,"['Правительство', 'рассматривает', 'предложения', 'ведомства']",правительство,рассматривает,предложения,ведомства,,,,4,правительство,221.1083069240424,5,рассматривать,98.1145745836944,5,предложение,118.18668167890785,3.0,ведомство,,,,,,,,,,
424,Его слова подтвердили и представители сирийских курдов .,Представители подтвердили слова,Представители подтвердили слова курдов,4,Subject - Verb - Object - Gen,"['Представители', 'подтвердили', 'слова', 'курдов']",представители,подтвердили,слова,курдов,,,,5,представитель,132.84284502889872,4,подтвердить,,2,слово,1134.9072729942095,2.0,курд,,,,,,,,,,
425,Представители немецкой компании уже подтвердили факт столкновения .,Представители подтвердили факт,Представители подтвердили факт столкновения,4,Subject - Verb - Object - Gen,"['Представители', 'подтвердили', 'факт', 'столкновения']",представители,подтвердили,факт,столкновения,,,,5,представитель,132.84284502889872,4,подтвердить,,1,факт,152.26600028481778,5.0,столкновение,,,,,,,,,,
426,Российский президент возглавит российскую делегацию .,Президент возглавит делегацию,Президент возглавит российскую делегацию,4,Subject - Verb - Adj - Object,"['Президент', 'возглавит', 'российскую', 'делегацию']",президент,возглавит,делегацию,,российскую,,,3,президент,119.71425555576548,3,возглавить,,5,делегация,,,,,4.0,российский,252.07906610222105,,,,,,
427,Президент выразил несогласие с решением суда .,Президент выразил несогласие,Президент выразил несогласие,3,Subject - Verb - Object,"['Президент', 'выразил', 'несогласие']",президент,выразил,несогласие,,,,,3,президент,119.71425555576548,3,выразить,70.08679864379748,5,несогласие,,,,,,,,,,,,,
428,Украинский президент и ранее делал аналогичные заявления .,Президент делал заявления,Президент делал аналогичные заявления,4,Subject - Verb - Adj - Object,"['Президент', 'делал', 'аналогичные', 'заявления']",президент,делал,заявления,,аналогичные,,,3,президент,119.71425555576548,2,делать,762.2780586378728,5,заявление,,,,,6.0,аналогичный,,,,,,,
429,Президент держит в руках портрет своего отца .,Президент держит портрет,Президент держит портрет отца,4,Subject - Verb - Object - Gen,"['Президент', 'держит', 'портрет', 'отца']",президент,держит,портрет,отца,,,,3,президент,119.71425555576548,2,держать,206.0649089374355,2,портрет,,2.0,отец,593.5585921724257,,,,,,,,,
430,В целом премьера имела бесспорный успех .,Премьера имела успех,Премьера имела бесспорный успех,4,Subject - Verb - Adj - Object,"['Премьера', 'имела', 'бесспорный', 'успех']",премьера,имела,успех,,бесспорный,,,3,премьера,,3,иметь,1048.0946086323013,2,успех,159.289635417922,,,,3.0,бесспорный,,,,,,,
431,Премьера привлекла внимание множества известных персон .,Премьера привлекла внимание,Премьера привлекла внимание,3,Subject - Verb - Object,"['Премьера', 'привлекла', 'внимание']",премьера,привлекла,внимание,,,,,3,премьера,,3,привлечь,,4,внимание,276.886118098953,,,,,,,,,,,,
432,Препарат не индуцирует ферменты печени .,Препарат индуцирует ферменты,Препарат индуцирует ферменты печени,4,Subject - Verb - Object - Gen,"['Препарат', 'индуцирует', 'ферменты', 'печени']",препарат,индуцирует,ферменты,печени,,,,3,препарат,,5,индуцировать,,3,фермент,,3.0,печень,,,,,,,,,,
433,Преследование бандитов продолжают армейский спецназ и пограничники .,Преследование продолжают спецназ,Спецназ продолжает преследование бандитов,4,Subject - Verb - Object - Gen,"['Спецназ', 'продолжает', 'преследование', 'бандитов']",спецназ,продолжает,преследование,бандитов,,,,2,спецназ,,4,продолжать,293.24344326635355,6,преследование,,3.0,бандит,,,,,,,,,,
434,Подробности сообщила пресс-служба администрации города .,Пресс-служба сообщила подробности,Пресс-служба сообщила подробности,3,check me,"['Пресс-служба', 'сообщила', 'подробности']",пресс-служба,сообщила,подробности,,,,,3,пресс-служба,,4,сообщить,128.818275391793,4,подробность,,,,,,,,,,,,,
435,Преступник нанес всем им ранения и скрылся .,Преступник нанес ранения,Преступник нанес ранения,3,Subject - Verb - Object,"['Преступник', 'нанес', 'ранения']",преступник,нанес,ранения,,,,,3,преступник,,2,нанести,,4,ранение,,,,,,,,,,,,,
436,Затем преступник поджег игровые столы .,Преступник поджег столы,Преступник поджег игровые столы,4,Subject - Verb - Adj - Object,"['Преступник', 'поджег', 'игровые', 'столы']",преступник,поджег,столы,,игровые,,,3,преступник,,2,поджечь,,2,стол,389.46991517358225,,,,4.0,игровой,,,,,,,
437,Преступник при этом совершил ограбление банка .,Преступник совершил ограбление,Преступник совершил ограбление банка,4,Subject - Verb - Object - Gen,"['Преступник', 'совершил', 'ограбление', 'банка']",преступник,совершил,ограбление,банка,,,,3,преступник,,3,совершить,78.96916003265856,5,ограбление,,2.0,банк,,,,,,,,,,
438,Через несколько часов преступники отпустили заложницу .,Преступники отпустили заложницу,Преступники отпустили заложницу,3,Subject - Verb - Object,"['Преступники', 'отпустили', 'заложницу']",преступники,отпустили,заложницу,,,,,4,преступник,,4,отпустить,62.10175337840521,4,заложница,,,,,,,,,,,,,
439,Через несколько часов преступники отпустили заложницу .,Преступники отпустили заложницу,Преступники отпустили заложницу,3,Subject - Verb - Object,"['Преступники', 'отпустили', 'заложницу']",преступники,отпустили,заложницу,,,,,4,преступник,,4,отпустить,62.10175337840521,4,заложница,,,,,,,,,,,,,
440,Мобильный телефон и фотоаппарат убитой преступники продали .,Преступники продали телефон,Преступники продали мобильный телефон,4,Subject - Verb - Adj - Object,"['Преступники', 'продали', 'мобильный', 'телефон']",преступники,продали,телефон,,мобильный,,,4,преступник,,3,продать,67.08239198039738,3,телефон,119.7249378905687,,,,3.0,мобильный,,,,,,,
441,Его тело преступники сбросили в реку .,Преступники сбросили тело,Преступники сбросили тело,3,Subject - Verb - Object,"['Преступники', 'сбросили', 'тело']",преступники,сбросили,тело,,,,,4,преступник,,3,сбросить,,2,тело,266.69784128040067,,,,,,,,,,,,
442,Его тело преступники сбросили в реку .,Преступники сбросили тело,Преступники сбросили тело в реку,5,Subject - Verb - Object - PP,"['Преступники', 'сбросили', 'тело', 'в', 'реку']",преступники,сбросили,тело,,,в,реку,4,преступник,,3,сбросить,,2,тело,266.69784128040067,,,,,,,0.0,в,,2.0,река,246.0622410243184
443,Приговор вызвал возмущение петербургской общественности .,Приговор вызвал возмущение,Приговор вызвал возмущение общественности,4,Subject - Verb - Object - Gen,"['Приговор', 'вызвал', 'возмущение', 'общественности']",приговор,вызвал,возмущение,общественности,,,,3,приговор,,2,вызвать,144.83109526179032,5,возмущение,,5.0,общественность,,,,,,,,,,
444,Приговор вызвал волну критики за рубежом .,Приговор вызвал волну,Приговор вызвал волну критики,4,Subject - Verb - Object - Gen,"['Приговор', 'вызвал', 'волну', 'критики']",приговор,вызвал,волну,критики,,,,3,приговор,,2,вызвать,144.83109526179032,2,волна,109.56336690902435,3.0,критика,,,,,,,,,,
445,Приговор предусматривает двухлетнюю отсрочку отбывания наказания .,Приговор предусматривает отсрочку,Приговор предусматривает двухлетнюю отсрочку,4,Subject - Verb - Adj - Object,"['Приговор', 'предусматривает', 'двухлетнюю', 'отсрочку']",приговор,предусматривает,отсрочку,,двухлетнюю,,,3,приговор,,6,предусматривать,,3,отсрочка,,,,,4.0,двухлетний,,,,,,,
446,С наступлением весенней оттепели природа творит чудеса .,Природа творит чудеса,Природа творит чудеса,3,Subject - Verb - Object,"['Природа', 'творит', 'чудеса']",природа,творит,чудеса,,,,,3,природа,205.01002837561947,2,творить,,3,чудо,,,,,,,,,,,,,
447,Судебные приставы конфисковали часть его дорогостоящего имущества .,Приставы конфисковали часть,Приставы конфисковали часть имущества,4,Subject - Verb - Object - Gen,"['Приставы', 'конфисковали', 'часть', 'имущества']",приставы,конфисковали,часть,имущества,,,,3,пристав,,5,конфисковать,,1,часть,613.1660177036999,4.0,имущество,,,,,,,,,,
448,"Причины , впрочем , не имеют значения .",Причины имеют значения,Причины имеют значение,3,Subject - Verb - Object,"['Причины', 'имеют', 'значение']",причины,имеют,значение,,,,,3,причина,240.54481509846545,3,иметь,1048.0946086323013,4,значение,204.56938206498745,,,,,,,,,,,,
449,Программа покажет местоположение утерянного предмета .,Программа покажет местоположение,Программа покажет местоположение предмета,4,Subject - Verb - Object - Gen,"['Программа', 'покажет', 'местоположение', 'предмета']",программа,покажет,местоположение,предмета,,,,3,программа,148.15063080188483,3,показать,252.76273552962584,7,местоположение,,3.0,предмет,175.6069018298105,,,,,,,,,
450,Тем более что цену продавец выставил привлекательную .,Продавец выставил привлекательную,Продавец выставил привлекательную цену,4,Subject - Verb - Adj - Object,"['Продавец', 'выставил', 'привлекательную', 'цену']",продавец,выставил,цену,,привлекательную,,,3,продавец,,3,выставить,,2,цена,154.57605518600982,,,,6.0,привлекательный,,,,,,,
451,"Мало того , продавцы обещают большие скидки .",Продавцы обещают скидки,Продавцы обещают большие скидки,4,Subject - Verb - Adj - Object,"['Продавцы', 'обещают', 'большие', 'скидки']",продавцы,обещают,скидки,,большие,,,3,продавец,,4,обещать,119.86113765930948,2,скидка,,,,,3.0,больший,179.76500065195626,,,,,,
452,Продюсер певца подтвердил эту информацию .,Продюсер подтвердил информацию,Продюсер подтвердил информацию,3,Subject - Verb - Object,"['Продюсер', 'подтвердил', 'информацию']",продюсер,подтвердил,информацию,,,,,3,продюсер,,3,подтвердить,,5,информация,115.45200396928855,,,,,,,,,,,,
453,Прокуратура ведет проверку по данному делу .,Прокуратура ведет проверку,Прокуратура ведет проверку,3,Subject - Verb - Object,"['Прокуратура', 'ведет', 'проверку']",прокуратура,ведет,проверку,,,,,5,прокуратура,,2,вести,331.68382505567,3,проверка,,,,,,,,,,,,,
454,Японская прокуратура возбудила уголовные дела .,Прокуратура возбудила дела,Прокуратура возбудила уголовные дела,4,Subject - Verb - Adj - Object,"['Прокуратура', 'возбудила', 'уголовные', 'дела']",прокуратура,возбудила,дела,,уголовные,,,5,прокуратура,,4,возбудить,,2,дело,1548.292265208457,,,,5.0,уголовный,40.14154360672611,,,,,,
455,Прокуратура провинции Красное море возбудило уголовное дело .,Прокуратура возбудило дело,Прокуратура возбудило уголовное дело,4,Subject - Verb - Adj - Object,"['Прокуратура', 'возбудило', 'уголовное', 'дело']",прокуратура,возбудило,дело,,уголовное,,,5,прокуратура,,4,возбудить,,2,дело,1548.292265208457,,,,5.0,уголовный,40.14154360672611,,,,,,
456,По факту произошедшего прокуратура инициировала проверку .,Прокуратура инициировала проверку,Прокуратура инициировала проверку,3,Subject - Verb - Object,"['Прокуратура', 'инициировала', 'проверку']",прокуратура,инициировала,проверку,,,,,5,прокуратура,,7,инициировать,,3,проверка,,,,,,,,,,,,,
457,По данному факту прокуратура начала расследование .,Прокуратура начала расследование,Прокуратура начала расследование,3,Subject - Verb - Object,"['Прокуратура', 'начала', 'расследование']",прокуратура,начала,расследование,,,,,5,прокуратура,,3,начало,339.0359419839726,6,расследование,,,,,,,,,,,,,
458,Сейчас в отношении учителя начала расследование прокуратура .,Прокуратура начала расследование,Прокуратура начала расследование,3,Subject - Verb - Object,"['Прокуратура', 'начала', 'расследование']",прокуратура,начала,расследование,,,,,5,прокуратура,,3,начало,339.0359419839726,6,расследование,,,,,,,,,,,,,
459,"Тем не менее , прокуратура начала расследование .",Прокуратура начала расследование,Прокуратура начала расследование,3,Subject - Verb - Object,"['Прокуратура', 'начала', 'расследование']",прокуратура,начала,расследование,,,,,5,прокуратура,,3,начало,339.0359419839726,6,расследование,,,,,,,,,,,,,
460,Эти сведения официально опровергла прокуратура республики .,Прокуратура опровергла сведения,Прокуратура опровергла сведения,3,Subject - Verb - Object,"['Прокуратура', 'опровергла', 'сведения']",прокуратура,опровергла,сведения,,,,,5,прокуратура,,4,опровергнуть,,4,сведение,101.6344039013489,,,,,,,,,,,,
461,Прокуратура официально не подтверждает данную информацию .,Прокуратура подтверждает информацию,Прокуратура подтверждает данную информацию,4,Subject - Verb - Adj - Object,"['Прокуратура', 'подтверждает', 'данную', 'информацию']",прокуратура,подтверждает,информацию,,данную,,,5,прокуратура,,4,подтверждать,,5,информация,115.45200396928855,,,,3.0,данный,137.63120160443327,,,,,,
462,Прокуратура провела проверку и возбудила уголовное дело .,Прокуратура провела проверку,Прокуратура провела проверку,3,Subject - Verb - Object,"['Прокуратура', 'провела', 'проверку']",прокуратура,провела,проверку,,,,,5,прокуратура,,3,провести,182.87088949598677,3,проверка,,,,,,,,,,,,,
463,Прокуратура проводит проверку по факту случившегося .,Прокуратура проводит проверку,Прокуратура проводит проверку,3,Subject - Verb - Object,"['Прокуратура', 'проводит', 'проверку']",прокуратура,проводит,проверку,,,,,5,прокуратура,,3,проводить,164.59875581511255,3,проверка,,,,,,,,,,,,,
464,Прокуратура Витебского района проводит проверку этого происшествия .,Прокуратура проводит проверку,Прокуратура проводит проверку,3,Subject - Verb - Object,"['Прокуратура', 'проводит', 'проверку']",прокуратура,проводит,проверку,,,,,5,прокуратура,,3,проводить,164.59875581511255,3,проверка,,,,,,,,,,,,,
465,Обстоятельства их смерти расследует Генеральная прокуратура республики .,Прокуратура расследует обстоятельства,Прокуратура расследует обстоятельства смерти,4,Subject - Verb - Object - Gen,"['Прокуратура', 'расследует', 'обстоятельства', 'смерти']",прокуратура,расследует,обстоятельства,смерти,,,,5,прокуратура,,4,расследовать,,5,обстоятельство,136.64575621883805,2.0,смерть,339.38311786507666,,,,,,,,,
467,Позже эту информацию подтвердил прокурор .,Прокурор подтвердил информацию,Прокурор подтвердил информацию,3,Subject - Verb - Object,"['Прокурор', 'подтвердил', 'информацию']",прокурор,подтвердил,информацию,,,,,3,прокурор,,3,подтвердить,,5,информация,115.45200396928855,,,,,,,,,,,,
468,Прокуроры также контролировали исполнение судебных приговоров .,Прокуроры контролировали исполнение,Прокуроры контролировали исполнение приговоров,4,Subject - Verb - Object - Gen,"['Прокуроры', 'контролировали', 'исполнение', 'приговоров']",прокуроры,контролировали,исполнение,приговоров,,,,4,прокурор,,6,контролировать,,5,исполнение,,4.0,приговор,,,,,,,,,,
469,Прокуроры также контролировали исполнение судебных приговоров .,Прокуроры контролировали исполнение,Прокуроры контролировали исполнение приговоров,4,Subject - Verb - Object - Gen,"['Прокуроры', 'контролировали', 'исполнение', 'приговоров']",прокуроры,контролировали,исполнение,приговоров,,,,4,прокурор,,6,контролировать,,5,исполнение,,4.0,приговор,,,,,,,,,,
470,Монастырскую гору пронизывают пещеры и подземные ходы .,Пронизывают пещеры,Пещеры пронизывают монастырскую гору,4,Subject - Verb - Adj - Object,"['Пещеры', 'пронизывают', 'монастырскую', 'гору']",пещеры,пронизывают,гору,,монастырскую,,,3,пещера,,5,пронизывать,,2,гора,229.14409327974985,,,,5.0,монастырский,,,,,,,
471,Монастырскую гору пронизывают пещеры и подземные ходы .,Пронизывают пещеры,Пещеры пронизывают монастырскую гору,4,Subject - Verb - Adj - Object,"['Пещеры', 'пронизывают', 'монастырскую', 'гору']",пещеры,пронизывают,гору,,монастырскую,,,3,пещера,,5,пронизывать,,2,гора,229.14409327974985,,,,5.0,монастырский,,,,,,,
472,Его проповедь приносила обильные плоды .,Проповедь приносила плоды,Проповедь приносила обильные плоды,4,Subject - Verb - Adj - Object,"['Проповедь', 'приносила', 'обильные', 'плоды']",проповедь,приносила,плоды,,обильные,,,3,проповедь,,4,приносить,71.75057228939593,2,плод,,,,,4.0,обильный,,,,,,,
473,Противник не ждал опасности с севера .,Противник ждал опасности,Противник ждал опасности,3,Subject - Verb - Object,"['Противник', 'ждал', 'опасности']",противник,ждал,опасности,,,,,3,противник,103.81360020120177,1,ждать,326.9088213986394,4,опасность,,,,,,,,,,,,,
474,Противник не ждал опасности с севера .,Противник ждал опасности,Противник ждал опасности с севера,5,Subject - Verb - Object - PP,"['Противник', 'ждал', 'опасности', 'с', 'севера']",противник,ждал,опасности,,,с,севера,3,противник,103.81360020120177,1,ждать,326.9088213986394,4,опасность,,,,,,,,0.0,с,,3.0,север,
475,Женщину же спас случайный прохожий .,Прохожий спас женщину,Прохожий спас женщину,3,Subject - Verb - Object,"['Прохожий', 'спас', 'женщину']",прохожий,спас,женщину,,,,,3,прохожий,,1,спасти,84.27293926244755,3,женщина,494.85114800715365,,,,,,,,,,,,
476,Эта процедура часто причиняла женщинам большие страдания .,Процедура причиняла страдания,Процедура причиняла большие страдания,4,Subject - Verb - Adj - Object,"['Процедура', 'причиняла', 'большие', 'страдания']",процедура,причиняла,страдания,,большие,,,4,процедура,,4,причинять,,4,страдание,,,,,3.0,больший,179.76500065195626,,,,,,
477,"По его словам , процесс набирает обороты .",Процесс набирает обороты,Процесс набирает обороты,3,Subject - Verb - Object,"['Процесс', 'набирает', 'обороты']",процесс,набирает,обороты,,,,,2,процесс,223.3996677393289,4,набирать,,4,оборот,,,,,,,,,,,,,
478,Зачастую процесс носит необратимый характер .,Процесс носит характер,Процесс носит необратимый характер,4,Subject - Verb - Adj - Object,"['Процесс', 'носит', 'необратимый', 'характер']",процесс,носит,характер,,необратимый,,,2,процесс,223.3996677393289,2,носить,122.820144399796,3,характер,202.9910670978146,,,,5.0,необратимый,,,,,,,
479,Детские психологи подтвердили правдивость историй .,Психологи подтвердили правдивость,Психологи подтвердили правдивость историй,4,Subject - Verb - Object - Gen,"['Психологи', 'подтвердили', 'правдивость', 'историй']",психологи,подтвердили,правдивость,историй,,,,4,психолог,,4,подтвердить,,3,правдивость,,3.0,история,410.51678531958777,,,,,,,,,
480,Эта публикация собрала десятки комментариев пользователей .,Публикация собрала десятки,Публикация собрала десятки комментариев,4,Subject - Verb - Object - Gen,"['Публикация', 'собрала', 'десятки', 'комментариев']",публикация,собрала,десятки,комментариев,,,,5,публикация,,3,собрать,109.88917812052198,3,десятка,,5.0,комментарий,,,,,,,,,,
481,Бутылку нашли через несколько часов другие путешественники .,Путешественники нашли бутылку,Путешественники нашли бутылку,3,Subject - Verb - Object,"['Путешественники', 'нашли', 'бутылку']",путешественники,нашли,бутылку,,,,,6,путешественник,,2,наслать,,3,бутылка,,,,,,,,,,,,,
482,"Возможно , путешествие груза продлится месяц .",Путешествие продлится месяц,Путешествие продлится месяц,3,Subject - Verb - Object,"['Путешествие', 'продлится', 'месяц']",путешествие,продлится,месяц,,,,,5,путешествие,,3,продлиться,,2,месяц,313.8737023550342,,,,,,,,,,,,
483,Пятна на листьях образуют шахматный рисунок .,Пятна образуют рисунок,Пятна образуют шахматный рисунок,4,Subject - Verb - Adj - Object,"['Пятна', 'образуют', 'шахматный', 'рисунок']",пятна,образуют,рисунок,,шахматный,,,2,пятно,,4,образовать,,3,рисунок,,,,,3.0,шахматный,,,,,,,
484,В противном случае ответственный работник понесет наказание .,Работник понесет наказание,Работник понесет наказание,3,Subject - Verb - Object,"['Работник', 'понесет', 'наказание']",работник,понесет,наказание,,,,,3,работник,,3,понести,,5,наказание,,,,,,,,,,,,,
485,Тем не менее радиостанция продолжила вещание .,Радиостанция продолжила вещание,Радиостанция продолжила вещание,3,Subject - Verb - Object,"['Радиостанция', 'продолжила', 'вещание']",радиостанция,продолжила,вещание,,,,,6,радиостанция,,4,продолжить,,4,вещание,,,,,,,,,,,,,
486,Оба района имеют холмистый рельеф .,Района имеют рельеф,Районы имеют холмистый рельеф,4,Subject - Verb - Adj - Object,"['Районы', 'имеют', 'холмистый', 'рельеф']",районы,имеют,рельеф,,холмистый,,,3,район,146.31861038313596,3,иметь,1048.0946086323013,2,рельеф,,,,,3.0,холмистый,,,,,,,
487,Ракета поразила условную цель в установленное время .,Ракета поразила цель,Ракета поразила цель,3,Subject - Verb - Object,"['Ракета', 'поразила', 'цель']",ракета,поразила,цель,,,,,3,ракета,,4,поразить,64.32367901747088,1,цель,270.353870366796,,,,,,,,,,,,
488,Расследование обстоятельств его смерти выявляет интересные факты .,Расследование выявляет факты,Расследование выявляет интересные факты,4,Subject - Verb - Adj - Object,"['Расследование', 'выявляет', 'интересные', 'факты']",расследование,выявляет,факты,,интересные,,,6,расследование,,4,выявлять,,2,факт,152.26600028481778,,,,5.0,интересный,159.07064755445637,,,,,,
489,Эти растворители довольно часто имеют резкий запах .,Растворители имеют запах,Растворители имеют резкий запах,4,Subject - Verb - Adj - Object,"['Растворители', 'имеют', 'резкий', 'запах']",растворители,имеют,запах,,резкий,,,5,растворитель,,3,иметь,1048.0946086323013,2,запах,,,,,2.0,резкий,63.47443340061647,,,,,,
490,Эти растворители довольно часто имеют резкий запах .,Растворители имеют запах,Растворители имеют резкий запах,4,Subject - Verb - Adj - Object,"['Растворители', 'имеют', 'резкий', 'запах']",растворители,имеют,запах,,резкий,,,5,растворитель,,3,иметь,1048.0946086323013,2,запах,,,,,2.0,резкий,63.47443340061647,,,,,,
492,А регистрация займет лишь один день .,Регистрация займет день,Регистрация займет день,3,Subject - Verb - Object,"['Регистрация', 'займет', 'день']",регистрация,займет,день,,,,,5,регистрация,,2,занять,159.27895308311878,1,день,1550.7091434576807,,,,,,,,,,,,
493,Решения сельских комитетов носили обязательный характер .,Решения носили характер,Решения носили обязательный характер,4,Subject - Verb - Adj - Object,"['Решения', 'носили', 'обязательный', 'характер']",решения,носили,характер,,обязательный,,,4,решение,238.70745351231497,3,носить,122.820144399796,3,характер,202.9910670978146,,,,5.0,обязательный,40.66764859578373,,,,,,
494,Пост о смерти малыша опубликовали его родители .,Родители опубликовали пост,Родители опубликовали пост,3,Subject - Verb - Object,"['Родители', 'опубликовали', 'пост']",родители,опубликовали,пост,,,,,4,родитель,125.10082288027928,6,опубликовать,,1,пост,,,,,,,,,,,,,
496,В тот день родственники совместно распивали спиртное .,Родственники распивали спиртное,Родственники распивали спиртное,3,Subject - Verb - Object,"['Родственники', 'распивали', 'спиртное']",родственники,распивали,спиртное,,,,,4,родственник,,4,распивать,,3,спиртное,,,,,,,,,,,,,
497,Роды принимали сразу девять специалистов .,Роды принимали специалистов,Специалисты принимали роды,3,check me,"['Специалисты', 'принимали', 'роды']",специалисты,принимали,роды,,,,,5,специалист,,4,принимать,232.23662920527636,2,роды,,,,,,,,,,,,,
499,Россияне вырвали победу в концовке третьего периода .,Россияне вырвали победу,Россияне вырвали победу,3,Subject - Verb - Object,"['Россияне', 'вырвали', 'победу']",россияне,вырвали,победу,,,,,4,россиянин,,3,вырвать,,3,победа,114.65349944274932,,,,,,,,,,,,
500,В финале россияне обыграли бразильцев .,Россияне обыграли бразильцев,Россияне обыграли бразильцев,3,Subject - Verb - Object,"['Россияне', 'обыграли', 'бразильцев']",россияне,обыграли,бразильцев,,,,,4,россиянин,,4,обыграть,,3,бразилец,,,,,,,,,,,,,
501,Руководство албанских сепаратистов опровергает эти сведения .,Руководство опровергает сведения,Руководство опровергает сведения,3,Subject - Verb - Object,"['Руководство', 'опровергает', 'сведения']",руководство,опровергает,сведения,,,,,4,руководство,,5,опровергать,,4,сведение,101.6344039013489,,,,,,,,,,,,
503,Руководство последней также хранит молчание .,Руководство хранит молчание,Руководство хранит молчание,3,Subject - Verb - Object,"['Руководство', 'хранит', 'молчание']",руководство,хранит,молчание,,,,,4,руководство,,2,хранить,,4,молчание,,,,,,,,,,,,,
504,В брачный период самец демонстрирует брачный танец .,Самец демонстрирует танец,Самец демонстрирует брачный танец,4,Subject - Verb - Adj - Object,"['Самец', 'демонстрирует', 'брачный', 'танец']",самец,демонстрирует,танец,,брачный,,,2,самец,,5,демонстрировать,,2,танец,,,,,2.0,брачный,,,,,,,
505,Национальная сборная получила условную дисквалификацию .,Сборная получила дисквалификацию,Сборная получила условную дисквалификацию,4,Subject - Verb - Adj - Object,"['Сборная', 'получила', 'условную', 'дисквалификацию']",сборная,получила,дисквалификацию,,условную,,,3,сборная,,4,получить,552.8909435766419,7,дисквалификация,,,,,4.0,условный,,,,,,,
